Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,(未実装) Color
甲子,3000,,,,,,,,,？　甲子文字碑　島畑,不明,,,,,
甲子,1864,10,,,,,,,,甲子文字碑　建福寺,元治01年「甲子霜月」,,,,,
甲子,3000,,,,,,,,,？　甲子文字碑　鉾持神社,不明,,,,,
甲子,1924,,,,,,,,,甲子文字碑　殿坂,大正13年,,,,,
甲子,1924,,,,,,,,,甲子文字碑　諏訪社下,大正13年「竜　」,,,,,
甲子,1924,1,,,,,,,,甲子文字碑　鍛冶村,大正13年「正月吉日」,,,,,
道祖神,1882,1,,,,,,,,双体道祖神　西高遠「　曳原童中立之」,明治15年01月「吉日」,,,,,
道祖神,3000,,,,,,,,,？　道祖神　五番組,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神4基　郷土館上,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　鍛冶村,不明,,,,,
二十二三夜,3000,,,,,,,,,？　二十二夜　島畑,不明,,,,,
二十二三夜,3000,,,,,,,,,？　二十二夜玉真拝書　島畑,不明,,,,,
二十二三夜,1818,6,,,,,,,,二十三夜　満光寺,文政01年06月,,,,,
二十二三夜,1807,9,,,,,,,,二十三夜　樹林寺「講中拾四人」,文化04年09月「丁卯」,,,,,
二十二三夜,3000,,,,,,,,,？　二十三夜　桂泉院,不明,,,,,
二十二三夜,3000,,,,,,,,,？　二十三夜　山の神,不明,,,,,
名号題目,1728,,,,,,,,,南無阿弥陀仏千万遍　島畑,享保13年「戊申供養天」,,,,,
名号題目,3000,,,,,,,,,？　弥陀仏徳本　島畑,不明,,,,,
名号題目,3000,,,,,,,,,？　南無阿弥陀仏徳本　島畑,不明,,,,,
名号題目,1830,,,,,,,,,南無妙法蓮華経　梅町「六道法界万霊」,文政13年,,,,,
名号題目,3000,,,,,,,,,？　南無阿弥陀仏徳本　満光寺,不明,,,,,
名号題目,3000,,,,,,,,,？　南無阿弥陀仏　相頓寺「　上善人/倶舎一処」,不明,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経　諸町,不明,,,,,
名号題目,1716,11,4,,,,,,,南無阿弥陀仏　山の神,享保01年11月04日「戊申供養天」,,,,,
念仏経供養,3000,,,,,,,,,？　大乗妙典三千部　島畑,不明,,,,,
念仏経供養,3000,,,,,,,,,？　奉納百番供養　島畑,不明,,,,,
念仏経供養,1776,1,1,,,,,,,寒念仏　諏訪社下「丙申/願主当　/善男」,安永05年「　天孟春吉旦」,,,,,
念仏経供養,3000,,,,,,,,,？　「奉　大乗妙典千部敬白」桂泉院,不明,,,,,
念仏経供養,1762,3,25,,,,,,,法華千部　鍛冶村,宝暦12年03月25日,,,,,
念仏経供養,1725,,,,,,,,,卍二千部供養之塔　鍛冶村,享保06年,,,,,
地蔵,3000,,,,,,,,,？　地蔵　島畑,不明,,,,,
地蔵,3000,,,,,,,,,？　延命地蔵菩薩　島畑,不明,,,,,
地蔵,3000,,,,,,,,,？　六地蔵　建福寺,不明,,,,,
地蔵,3000,,,,,,,,,？　延命地蔵　建福寺,不明,,,,,
地蔵,3000,,,,,,,,,"？　佉羅陀山　建福寺
",不明,,,,,
地蔵,1827,,,,,,,,,地蔵（欠首）　建福寺,文政10年,,,,,
地蔵,3000,,,,,,,,,？　願王地蔵　建福寺,文化文政,,,,,
地蔵,1868,11,17,,,,,,,延命地蔵　満光寺内藤家墓所,明治02年11月17日「己」,,,,,
地蔵,3000,,,,,,,,,？　延命地蔵尊　相頓寺,不明,,,,,
地蔵,1696,,,,,,,,,石幡六地蔵　満光寺,元禄09年,,,,,
地蔵,1820,,,,,,,,,延命地蔵　桂泉院,文政03年「辰年祖艮代立之」,,,,,
地蔵,3000,,,,,,,,,？　地蔵　桂泉院,不明,,,,,
馬頭観音,1929,9,,,,,,,,馬頭観音　島畑「西沢」,昭和04年09月,,,,,
馬頭観音,1917,11,,,,,,,,馬頭観世音　島畑,大正06年11月,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　島畑,不明,,,,,
馬頭観音,1860,4,,,,,,,,馬頭観世音　島畑「馬宿つたや」,万延01年04月庚申年,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　稲持,不明,,,,,
馬頭観音,1861,7,,,,,,,,馬頭観世音　建福寺「袋町　藤蔵」,文久01年07月,,,,,
馬頭観音,1855,9,17,,,,,,,馬頭観世音　満光寺「施主　広瀬」,安政02年09月17日「乙卯」,,,,,
馬頭観音,1924,,,,,,,,,馬頭観世音　諏訪神社下,大正15年,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　樹林寺「小松」,不明,,,,,
馬頭観音,1915,10,,,,,,,,馬頭観世音　五番組「大川」,大正06年10月,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　郷土館上,不明,,,,,
観音,3000,,,,,,,,,？　如意輪観音　島畑,不明,,,,,
観音,1849,,,,,,,,,楊柳観音　建福寺,嘉永02年,,,,,
観音,3000,,,,,,,,,？　三十三観音　建福寺,文化文政,,,,,
観音,3000,,,,,,,,,？　聖観音　建福寺,不明,,,,,
観音,3000,,,,,,,,,？　如意輪観音　建福寺,不明,,,,,
観音,3000,,,,,,,,,？　観音座像　満光寺,不明,,,,,
観音,1708,6,25,,,,,,,観音　満光寺,宝永05年06月25日「戊子」,,,,,
観音,3000,,,,,,,,,？　六観音供養塔　相頓寺,不明,,,,,
観音,3000,,,,,,,,,？　如意輪観音　諏訪社下「念仏講中」,不明,,,,,
観音,1820,3,,,,,,,,如意輪観音　五番組,文政03年03月「庚辰天三月吉日」,,,,,
観音,3000,,,,,,,,,？　准胝観音　桂泉院,文政,,,,,
観音,1716,,,,,,,,,供養観世音菩薩　鍛冶村,正徳06年,,,,,
塔,1627,,,,,,,,,五輪塔　満光寺内藤家墓所「保科左源太之墓」,寛永04年,,,,,
塔,3000,,,,,,,,,？　五輪塔7基　満光寺内藤家墓所,不明,,,,,
塔,3000,,,,,,,,,？　無縫塔　満光寺,不明,,,,,
塔,1857,11,22,,,,,,,宝篋印塔　満光寺内藤家墓所「愛篤院殿」,安政04年11月22日,,,,,
塔,1834,11,2,,,,,,,宝篋印塔　満光寺内藤家墓所「慈幻院殿」,天保05年11月02日,,,,,
塔,1802,6,24,,,,,,,宝篋印塔　満光寺内藤家墓所「浄池院殿」,享和02年06月24年「壬戌」,,,,,
塔,1869,10,19,,,,,,,宝篋印塔　満光寺内藤家墓所「恭徳院殿」,明治03年10月19日,,,,,
塔,1931,11,15,,,,,,,宝篋印塔　満光寺内藤家墓所「宝光院殿」,昭和06年11月15日,,,,,
塔,1670,,,,,,,,,五輪塔　満光寺墓地,寛文10年,,,,,
塔,1678,,,,,,,,,五輪塔　満光寺墓地,延宝06年,,,,,
塔,1934,12,,,,,,,,宝篋塔　樹林寺「千百年御忌」,昭和09年12月,,,,,
塔,3000,,,,,,,,,？　種子塔　樹林寺,不明,,,,,
塔,3000,,,,,,,,,？　種子塔　樹林寺,不明,,,,,
塔,1702,9,18,,,,,,,種子塔　五番組,元禄15年09月18日,,,,,
灯籠石幢,1686,,,,,,,,,石灯籠2基　鉾持神社,貞享03年,,,,,
灯籠石幢,1687,,,,,,,,,石灯籠3基　鉾持神社,貞享04年,,,,,
灯籠石幢,1854,12,,,,,,,,石灯籠　金毘羅神社「金毘羅大権現」,嘉永07年12月「甲寅」,,,,,
灯籠石幢,1862,,,,,,,,,石灯籠1対　金毘羅神社,文久02年「壬戌」,,,,,
灯籠石幢,1817,12,,,,,,,,石灯籠1対　金毘羅神社,文化14年12月「丁丑十二月吉日」,,,,,
灯籠石幢,1818,,,,,,,,,石灯籠1対　諏訪社,文化15年「戊寅」,,,,,
灯籠石幢,1840,1,,,,,,,,石灯籠1対　諏訪社,天保11年01月「庚子正月吉日」,,,,,
灯籠石幢,1664,11,,,,,,,,石幢　桂泉院,寛文05年11月「乙巳」,,,,,
灯籠石幢,1789,7,,,,,,,,石灯籠1対　桂泉院,寛政01年07月「己酉」,,,,,
灯籠石幢,1788,5,1,,,,,,,石灯籠1対　桂泉院,天明08年05月01日「戊申」,,,,,
諸々,3000,,,,,,,,,？　金毘羅大権現　島畑,不明,,,,,
諸々,1913,9,,,,,,,,玄機霊神/幸高霊神　稲持,大正02年09月,,,,,
諸々,1849,,,,,,,,,不動明王　建福寺,嘉永02年,,,,,
諸々,1849,8,,,,,,,,秋葉大権現　建福寺,嘉永02年08月「中旬」,,,,,
諸々,3000,,,,,,,,,？　倒石　建福寺,享和,,,,,
諸々,1835,2,15,,,,,,,仏足石　建福寺,天保06年02月15日,,,,,
諸々,3000,,,,,,,,,？　弁財天　番匠,不明,,,,,
諸々,3000,,,,,,,,,？　八大竜王　番匠,不明,,,,,
諸々,1891,5,,,,,,,,炎帝神農　鉾持神社,明治24年05月「有志中」,,,,,
諸々,3000,,,,,,,,,？　駒ヶ嶽神社/天御中主命/御嶽神社　鉾持神社,不明,,,,,
諸々,1836,11,,,,,,,,水神様　諸町,天保07年11月「丙申十一月再建」,,,,,
諸々,1874,11,,,,,,,,弁財天　樹林寺,明治08年11月「乙亥十一月日」,,,,,
諸々,1834,3,21,,,,,,,弘法大師　樹林寺,天保05年03月21日「甲午」,,,,,
諸々,3000,,,,,,,,,蚕玉大神　山の神「講社」,不明,,,,,
諸々,3000,,,,,,,,,？　大明神　鍛冶村,不明,,,,,
