Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,(未実装) Color
広域の出来事,1841,,,,1843,,,,天保12年,天保の改革,,,,,box,
広域の出来事,1853,,,,,,,,嘉永6年,ペリー来航,,,,,box,
広域の出来事,1867,10,14,,,,,,慶応3年,大政奉還,江戸幕府が政権返上を天皇に奏上,,,,box,
広域の出来事,1868,,,,,,,,明治元年,鳥羽・伏見の戦い,,,,,box,
広域の出来事,1868,,,,1869,,,,慶応４年-明治2年,戊辰戦争,"大政奉還後に権力を奪われた旧幕府軍の，新政府に対する反発
吉田藩内では佐幕派と尊王派が分裂。3月に新政府に降伏",,,,box,
広域の出来事,1872,,,,,,,,明治5年,学制発布,教育国関しての新政府の初の発令。（旧藩士と庶民間での教育感覚が埋まらず混沌としていた模様),,,,box,
広域の出来事,1873,,,,,,,,明治6年,徴兵令発布,成人（２０歳）に達した男子全員に徴兵検査の義務,,,,box,
広域の出来事,1855,,,,,,,,明治18年,教育令改正,後の教育に関する骨子となる,,,,box,
広域の出来事,1889,,,,,,,,明治22年,大日本帝国憲法発布,,,,,box,
広域の出来事,1905,5,27,,,,,,明治38,日本海海戦,,,,,box,
広域の出来事,1905,,,,,,,,明治38,豊橋俘虜（ふりょ）収容所高師原（たかしばら）収容所が設けられた,,,,,box,
広域の出来事,1908,,,,,,,,明治41年,第15師団が豊橋に開設される。,,,,,box,
広域の出来事,1914,9,4,,1918,11,11,,大正3年,第１次世界大戦に日本参戦する。,,,,,box,
広域の出来事,1931,9,18,,,,,,昭和6年,満州事変がおきる,,,,,box,
広域の出来事,1937,7,7,,1945,9,9,,昭和12年,日中戦争始まる,,,,,box,
広域の出来事,1939,,,,,,,,昭和14年,豊橋陸軍予備士官学校設置,,,,,box,
広域の出来事,1941,12,8,,1945,8,15,,昭和16年,太平洋戦争始まる。,,,,,box,
広域の出来事,1945,8,15,,,,,,昭和20年,終戦,,,,,box,
出来事,1505,,,,,,,,永正２年,牧野古白、今橋城を築城,"牧野古白が駿河の今川氏親の指示により、西三河の松平氏にそなえ今橋城を築城
一説には明応5年（1496）",,,,,
出来事,1506,,,,,,,,永正３年,今川氏親、今橋城を攻略,戸田憲光が牧野古白を破る。憲光の子 宣成が城主となる,,,,,
出来事,1518,,,,,,,,永正15年,牧野成三、今橋城に入る,牧野成三・信成、戸田宣成を逐い、成三今橋城に入る。信成は大崎城に退く,,,,,
出来事,1522,,,,,,,,大永２年,牧野信成、「今橋」を「吉田」に改めるという,牧野伝蔵信成、今橋を吉田に改めるという。,,,,,
出来事,1529,,,,,,,,享禄 2年,松平清康、東三河の主部を支配下に置く,松平清康、吉田城を攻め牧野氏一族を滅ぼす。東三河の諸豪族はこぞって幕下に参じ、東三河の主部を支配下に置く。（天文元年（1532)の説あり）,,,,,
出来事,1532,,,,,,,,天文4年,松平清康、討たれる,松平清康、家臣により尾張守山で討たれる,,,,,
出来事,1536,,,,,,,,天文5年,今川氏親、大橋知尚を吉田城に置くという,,,,,,
出来事,1537,,,,,,,,天文6年,戸田信成、吉田城を奪う,渥美郡大崎在住の戸田信成、牧野伝兵衛を逐い吉田城を奪うという,,,,,
出来事,1541,,,,,,,,天文10年,戸田宣光が二連木城の城主になる,戸田氏により二連木城が修築され、戸田宣光が城主になる,,,,,
出来事,1546,,,,,,,,天文15年,今川義元、戸田宣成を逐い吉田城を攻略,,,,,,
出来事,1547,,,,,,,,天文16年,今川氏が田原城を攻め、戸田宗家を滅ぼす。,松平竹千代の奪取に端を発し、今川氏が田原城を攻め、戸田宗家を滅ぼす。,,,,,
出来事,1554,,,,,,,,天文23年,伊藤左近将監が吉田城代をつとめる,今川家家臣 伊藤左近将監が吉田城代をつとめる,,,,,
出来事,1561,,,,,,,,永禄4年,東三河諸将の人質が龍拈寺口で処刑される,今川氏真の命で吉田城内にいた東三河諸将の人質が龍拈寺口で処刑される,,,,,
出来事,1564,,,,,,,,永禄７年,吉田城代小原鎮実、松平勢と下地に戦う,,,,,,
出来事,1564,,,,,,,,永禄７年,松平家康、酒井忠次に吉田小郷一円を宛がう,,,,,,
出来事,1565,,,,,,,,永禄8年,家康、酒井忠次を吉田城に配置,松平家康、三河を統一し、後、吉田城開城、酒井忠次を吉田城に配置。,,,,,
出来事,1567,,,,,,,,永禄10年,大村井水が改良される,酒井忠次により豊川右岸低地の灌漑を意図し、大村井水が改良される,,,,,
出来事,1570,,,,,,,,元亀元年,豊川に土橋が架橋されるという,渡し船によっていた豊川に土橋が架橋されるという,,,,,
出来事,1571,,,,,,,,元亀2年,武田信玄、吉田城等を攻める,4月28日武田信玄、吉田城等を攻める。信玄は5月中旬に甲斐へ帰還,,,,,
出来事,1575,,,,,,,,天正3年,武田勢が吉田城を攻める,武田勢が吉田城を攻め、はじかみ原で戦いがある,,,,,
出来事,1579,,,,,,,,天正7年,酒井忠次により新田開発が推奨,酒井忠次により新田開発が推奨され、横須賀に新田が開かれる,,,,,
出来事,1582,,,,,,,,天正10年,織田信長、吉田城に宿泊,織田信長、甲斐攻略の帰途吉田城に宿泊する。,,,,,
出来事,1590,,,,,,,,天正18年,徳川家康、関東に転封。,池田照政吉田城主となり、15万２千石を領す。,,,,,
出来事,1590,,,,,,,,天正18年,池田照政が城地の拡張,池田照政が城地の拡張と城下町の整備を行なった。その際、吉田城近くにあった寺院が現在地に移転し、現在の寺町が形成された。,,,,,
出来事,1594,,,,,,,,文禄 3年,輝政、督姫と再嫁,豊臣秀吉の計らいで池田輝政の後妻として徳川家康の次女　督姫　と再嫁,,,,,
出来事,1600,,,,,,,,慶長5年,池田照政、船町を整備して船役を命ずる,,,,,,
出来事,1601,,,,,,,,慶長6年,初代藩主 松平家清,三河吉田に3万石の所領を与えられ、初代藩主となった。,,,,,
出来事,1601,,,,,,,,慶長6年,吉田に宿駅を設置する,東海道に伝馬制、吉田に宿駅を設置する,,,,,
出来事,1622,,,,,,,,元和８年,吉田城本丸御殿完成,同年、暴風雨により城内の櫓門や塀が被害を受ける。吉田大橋が流出,,,,,
出来事,1623,,,,,,,,元和9年,流出した吉田大橋修復,,,,,,
出来事,1641,,,,,,,,寛永18年,吉田大橋の架け替え工事が行われる,,,,,,
出来事,1654,,,,,,,,承応３年,向山池を築立て、城下の総堀に流入させる,,,,,,
出来事,1663,,,,,,,,寛文9年,前芝燈明台築造,,,,,,
出来事,1674,,,,,,,,延宝２年,惣門・御殿が湖西市本興寺に寄進,"老中久世大和守広之の寄付により惣門（山門）と御殿（奥書院）が湖西市本興寺に寄進されたと云われる
",,,,,
出来事,1693,,,,,,,,元禄６年,吉田城下の下水道改修されるという,,,,,,
出来事,1700,,,,,,,,元禄13年,吉田天王社祇園祭にて仕掛け花火,,,,,,
出来事,1707,,,,,,,,宝永4年,大地震により吉田城本丸御殿倒壊する,宝永地震により本丸御殿が倒壊する。,,,,,
出来事,1751,,,,,,,,宝暦元年,吉田大橋の架け替え工事が行われる,,,,,,
出来事,1752,,,,,,,,宝暦2年,松平信復、藩校時習館を設立,,,,,,
出来事,1779,,,,,,,,安永8年,吉田本町で出火、４百余軒が焼亡する,,,,,,
出来事,1854,,,,,,,,安政元年,大地震により城内建物倒壊多し,安政地震により場内建物の多くが倒壊する。,,,,,
出来事,1867,,,,,,,,慶応3年,民衆運動「ええじゃないか」が広がる,牟呂村で伊勢外宮の御祓が１軒の屋敷に降り、その発見者の子供・妻が亡くなり、村民が盛大な臨時祭礼を催し、その御札降りが周囲に広がったといわれる。,,,,,
出来事,1869,,,,,,,,明治2年,大河内信古、版籍奉還,版籍奉還（はんせきほうかん）を奏請(そうせい)する。,,,,,
出来事,1869,,,,,,,,明治2年,豊橋藩と改称した。,6月19日明治新政府のもとで「吉田」から「豊橋」と改称,,,,,
出来事,1871,,,,,,,,明治4年,豊橋藩は廃藩となる,敷地は兵部省の管轄となった　7月14日,,,,,
出来事,1873,,,,,,,,明治6年,失火により多くの建物が焼失,,,,,,
出来事,1873,,,,,,,,明治6年,城趾内に名古屋鎮台の豊橋分営所が設置,,,,,,
出来事,1875,,,,,,,,明治8年,大日本帝国陸軍歩兵第18連隊が置かれた,歩兵第18連隊記念碑,,,,,
出来事,1876,,,,,,,,明治9年,火災を逃れた建物も取り壊しとなった。,明治6年の火災を逃れた建物も明治9年には払い下げられ取り壊しとなった。,,,,,
出来事,1884,6,,,,,,,明治17年,歩兵第18聯隊創設される。,名古屋で新設されました。これに合わせて吉田城址に兵舎の建設が進む。,,,,,
出来事,1885,4,,,,,,,明治18年,歩兵第18聯隊駐屯,明治18年４月に兵舎の大半が竣工。,,,,,
出来事,1888,,,,,,,,明治21年,牟呂用水開通,,,,,,
出来事,1888,,,,,,,,明治21年,東海道線豊橋駅開業,,,,,,
出来事,1891,,,,,,,,明治24年,濃尾地震,,,,,,
出来事,1909,,,,,,,,明治42年,徽章として「千切（ちぎり）マーク」を制定,江戸時代に吉田藩主であった松平大河内家の馬印「千切小御馬印（おうまじるし）」に由来,,,,,
出来事,1921,,,,1923,,,,大正10年,第1次満州警備に出動する,歩兵第18聯隊、第1次満州警備に出動する,,,,,
出来事,1925,,,,,,,,大正14年,市内電車開通,,,,,,
出来事,1928,,,,1929,,,,昭和3年,山東出兵,歩兵第18聯隊、山東出兵,,,,,
出来事,1931,8,,,,,,,昭和6年,公会堂竣工,,,,,,
出来事,1934,,,,1936,,,,昭和9年,第2次満州警備に出動する,歩兵第18聯隊、第2次満州警備に出動する,,,,,
出来事,1937,,,,,,,,昭和12年,中国に出動する,日中戦争が始まる。歩兵第18聯隊、中国に出動する,,,,,
出来事,1944,,,,,,,,昭和19年,中部太平洋方面に出動する,歩兵第18聯隊、中部太平洋方面に出動する,,,,,
出来事,1944,7,,,,,,,昭和19年,グアム島で歩兵第18聯隊全滅,グアム島で歩兵第18聯隊全滅する（サイパンの戦い）,,,,,
出来事,1945,,,,,,,,昭和20年,三河地震,被害甚大,,,,,
出来事,1945,6,19,,,,,,昭和20年,豊橋大空襲,6月19日深夜ごろから焼夷弾が投下され、20日夜明けまでには市街地が焼け落ち焦土と化した。市街地の90%が被害を受けたが、兵営地・公会堂等は被害を逃れた。,,,,,
出来事,1945,12,1,,,,,,昭和20年,歩兵第18連隊衛生隊47人投降,1944年7月のサイパンの戦いで生存、日本の降伏をしらずに1年5カ月あまり生き抜く。大規模な投降としては最後といわれる。,,,,,
出来事,1947,,,,,,,,昭和22年,戦災復興事業として豊橋公園を整備がはじまる,,,,,,
出来事,1948,8,,,,,,,昭和23年,豊橋球場オープン,,,,,,
出来事,1949,11,,,,,,,昭和24年,陸上競技場オープン,,,,,,
出来事,1953,6,,,,,,,昭和28年,（旧）市庁舎落成,昭和54年(1979)し現：西館完成、平成5年(1993)現：東館完成,,,,,
出来事,1954,3,,,,,,,昭和29年,豊橋産業文化大博覧会開催。,"50日間で延べ114万人が訪れた。この時、
隅櫓が模擬再建された。「ありし日の吉田城を型どった三層の恒久建築とし、郷土史料を展示した郷土博物館。」",,,,,
出来事,1954,10,,,,,,,昭和29年,第１回豊橋まつり開催 ,,,,,,
出来事,1954,6,,,,,,,昭和29年,「豊橋動物園」開園 ,昭和45年(1970)に大岩町へ移転（「豊橋子供自然公園」→「豊橋総合動植物公園」）,,,,,
出来事,1961,6,,,,,,,昭和36年,市体育館完成 ,平成元年(1989)に神野新田へ移転（建物は移転後しばらく残され、現在は芝生広場）,,,,,
出来事,1965,7,,,,,,,昭和40年,市民プールオープン,平成20年(2008)リニューアルされる。,,,,,
出来事,1979,6,,,,,,,昭和54年,美術博物館開館,平成28年(2016)リニューアルされる。,,,,,
出来事,1986,4,,,,,,,昭和61年,三の丸会館開館,,,,,,
出来事,2007,2,5,,,,,,平成19年,豊橋公園「日本の歴史公園１００選」選定される,国土交通省,,,,,
出来事,2016,3,26,,,,,,平成28年,吉田城リニューアルオープン,通年開館（水曜～日曜10:00～15:00）になる,,,,,
出来事,2017,4,13,,,,,,平成29年,吉田城址「続日本１００名城」に選定,日本城郭協会,http://www.higashiaichi.co.jp/news/detail/843,,,,
元号,1467,4,9,,1469,6,7,,1467-1469,応仁,おうにん,,,,range,
元号,1469,6,8,,1487,8,8,,1469-1487,文明,ぶんめい,,,,range,
元号,1487,8,9,,1489,9,15,,1487-1489,長享,ちょうきょう,,,,,
元号,1489,9,16,,1492,8,11,,1489-1492,延徳,えんとく,,,,,
元号,1492,8,12,,1501,3,17,,1492-1501,明応,めいおう,,,,,
元号,1501,3,18,,1504,3,15,,1501-1504,文亀,ぶんき,,,,,
元号,1504,3,16,,1521,9,22,,1504-1521,永正,えいしょう,,,,,
元号,1521,9,23,,1528,9,2,,1521-1528,大永,だいえい,,,,,
元号,1528,9,3,,1532,8,28,,1528-1532,享禄,きょうろく,,,,,
元号,1532,8,29,,1555,11,6,,1532-1555,天文,てんぶん,,,,,
元号,1555,11,7,,1558,3,17,,1555-1558,弘治,こうじ,,,,,
元号,1558,3,18,,1570,5,26,,1558-1570,永禄,えいろく,,,,,
元号,1570,5,27,,1573,8,24,,1570-1573,元亀,げんき,,,,,
元号,1573,8,25,,1593,1,9,,1573-1593,天正,てんしょう,,,,,
元号,1593,1,10,,1596,12,15,,1593-1596,文禄,ぶんろく,,,,,
元号,1596,12,16,,1615,9,4,,1596-1615,慶長,けいちょう,,,,,
元号,1615,9,5,,1624,4,16,,1615-1624,元和,げんな,,,,,
元号,1624,4,17,,1645,1,12,,1624-1645,寛永,かんえい,,,,,
元号,1645,1,13,,1648,4,6,,1645-1648,正保,しょうほう,,,,,
元号,1648,4,7,,1652,10,19,,1648-1652,慶安,けいあん,,,,,
元号,1652,10,20,,1655,5,17,,1652-1655,承応,じょうおう,,,,,
元号,1655,5,18,,1658,8,20,,1655-1658,明暦,めいれき,,,,,
元号,1658,8,21,,1661,5,22,,1658-1661,万治,まんじ,,,,,
元号,1661,5,23,,1673,10,29,,1661-1673,寛文,かんぶん,,,,,
元号,1673,10,30,,1681,11,8,,1673-1681,延宝,えんぽう,,,,,
元号,1681,11,9,,1684,4,4,,1681-1684,天和,てんな,,,,,
元号,1684,4,5,,1688,10,22,,1684-1688,貞享,じょうきょう,,,,,
元号,1688,10,23,,1704,4,15,,1688-1704,元禄,げんろく,,,,,
元号,1704,4,16,,1711,6,10,,1704-1711,宝永,ほうえい,,,,,
元号,1711,6,11,,1716,8,8,,1711-1716,正徳,しょうとく,,,,,
元号,1716,8,9,,1736,6,6,,1716-1736,享保,きょうほう,,,,,
元号,1736,6,7,,1741,4,11,,1736-1741,元文,げんぶん,,,,,
元号,1741,4,12,,1744,4,2,,1741-1744,寛保,かんぽう,,,,,
元号,1744,4,3,,1748,8,4,,1744-1748,延享,えんきょう,,,,,
元号,1748,8,5,,1751,12,13,,1748-1751,寛延,かんえん,,,,,
元号,1751,12,14,,1764,6,29,,1751-1764,宝暦,ほうれき,,,,,
元号,1764,6,30,,1772,12,9,,1764-1772,明和,めいわ,,,,,
元号,1772,12,10,,1781,4,24,,1772-1781,安永,あんえい,,,,,
元号,1781,4,25,,1789,2,18,,1781-1789,天明,てんめい,,,,,
元号,1789,2,19,,1801,3,18,,1789-1801,寛政,かんせい,,,,,
元号,1801,3,19,,1804,3,21,,1801-1804,享和,きょうわ,,,,,
元号,1804,3,22,,1818,5,25,,1804-1818,文化,ぶんか,,,,,
元号,1818,5,26,,1831,1,22,,1818-1831,文政,ぶんせい,,,,,
元号,1831,1,23,,1845,1,8,,1831-1845,天保,てんぽう,,,,,
元号,1845,1,9,,1848,3,31,,1845-1848,弘化,こうか,,,,,
元号,1848,4,1,,1855,1,14,,1848-1855,嘉永,かえい,,,,,
元号,1855,1,15,,1860,4,7,,1855-1860,安政,あんせい,,,,,
元号,1860,4,8,,1861,3,28,,1860-1861,万延,まんえん,,,,,
元号,1861,3,29,,1864,3,26,,1861-1864,文久,ぶんきゅう,,,,,
元号,1864,3,27,,1865,4,30,,1864-1865,元治,げんじ,,,,,
元号,1865,5,1,,1868,1,24,,1865-1868,慶応,けいおう,,,,,
元号,1868,1,25,,1912,7,29,,1868-1912,明治,めいじ,,,,,
元号,1912,7,30,,1926,12,24,,1912-1926,大正,たいしょう,,,,,
元号,1926,12,25,,1989,1,7,,1926-1989,昭和,しょうわ,,,,,
元号,1989,1,8,,now,,,,1989-現在,平成,へいせい,,,,,
