Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,(未実装) Color
出来事,1532,,,,,,,,天文元年,松平清康、牧野信成を討ち,吉田城落城という。,,,,box,
出来事,1536,,,,,,,,天文5年,今川氏親、大橋知尚を吉田城に置くという。,,,,,box,
出来事,1537,,,,,,,,天文6年,渥美郡大崎在住の戸田金七郎、,牧野伝兵衛を逐い吉田城を奪うという。,,,,box,
出来事,1546,,,,,,,,天文15年,今川義元、戸田金七郎を逐い吉田城を攻略する。,,,,,box,
出来事,1564,,,,,,,,永禄７年,"吉田城代小原鎮実、松平勢と下地に戦う。
",,,,,box,
出来事,1564,,,,,,,,永禄７年,松平家康、吉田を攻め,酒井忠次に吉田小郷一円を宛がう。,,,,box,
出来事,1565,,,,,,,,永禄8年,松平家康、三河を統一し、後吉田城開城される。,,,,,box,
出来事,1570,,,,,,,,元亀元年,豊川に土橋が架橋されるという。,ここでの「土橋」とは、路面を丸太等を並べその上に土を載せて平らにした橋と思われる。,,,,box,
出来事,1571,,,,,,,,元亀2年,武田信玄、吉田城等を攻める。,,,,,box,
出来事,1582,,,,,,,,天正10年,織田信長、甲斐攻略の帰途,吉田城に宿泊する。（6月2日 京都本能寺の変。）,,,,box,
出来事,1590,,,,,,,,天正18年,徳川家康、関東に転封。,"池田照政吉田城主となり、15万２千石を領す。
",,,,box,
出来事,1590,,,,,,,,天正18年,池田照政が城地の拡張,と城下町の整備を行なった。その際、吉田城近くにあった寺院が現在地に移転し、現在の寺町が形成された。,,,,box,
出来事,1594,,,,,,,,文禄 3年,豊臣秀吉の計らいで池田輝政の,後妻として徳川家康の次女　督姫　と再嫁,,,,box,
出来事,1601,,,,,,,,慶長6年,初代藩主 松平家清,三河吉田に3万石の所領を与えられ、初代藩主となった。,,,,box,
出来事,1622,,,,,,,,元和８年,吉田城本丸御殿完成する。, 「11月25日　大工宗十郎、名古屋へ帰り候」の記録がある,,,,box,
出来事,1654,,,,,,,,承応３年,向山池を築立て、城下の総堀に流入させる。,,,,,box,
出来事,1674,,,,,,,,延宝２年,老中久世大和守広之の寄付,"により惣門（山門）と御殿（奥書院）が湖西市本興寺に寄進されたと云われる
",,,,box,
出来事,1693,,,,,,,,元禄６年,吉田城下の下水道改修されるという。,,,,,box,
出来事,1707,,,,,,,,宝永4年,"大地震により吉田城本丸御殿倒壊する。
",刻印のある石垣はこの震災で壊れた石垣修復に使われた説あり,,,,box,
出来事,1752,,,,,,,,宝暦2年,松平信復、藩校時習館を設立,,,,,box,
出来事,1848,,,,,,,,嘉永元年,松平信璋、財政改革に乗り出し、,嘉永元年（1848年）9月に藩士の引米を再強化した。さらに吉田城内の大書院に御用達を集めて新規の御用金を依頼したほか、吉田城下の町役人・領内の村役人を集めて財政改革への協力を要請した。,,,,box,
出来事,1854,,,,,,,,安政元年,大地震により城内建物倒壊多し。,,,,,box,
出来事,1869,,,,,,,,明治2年,大河内信古、版籍奉還,"版籍奉還（はんせきほうかん）を奏請(そうせい)する。
",,,,box,
出来事,1869,,,,,,,,明治2年,豊橋藩と改称した。,6月19日（8月7の説あり),,,,box,
出来事,1871,,,,,,,,明治4年,"豊橋藩は廃藩となる
",敷地は兵部省の管轄となった　7月14日,,,,box,
出来事,1873,,,,,,,,明治6年,失火により多くの建物が焼失,,,,,box,
出来事,1873,,,,,,,,明治6年,城趾内に名古屋鎮台の豊橋分営所が設置,,,,,box,
出来事,1875,,,,,,,,明治8年,大日本帝国陸軍歩兵第18連隊が置かれた,歩兵第18連隊記念碑,,,,box,
出来事,1876,,,,,,,,明治9年,火災を逃れた建物も取り壊しとなった。,明治6年の火災を逃れた建物も明治9年には払い下げられ取り壊しとなった。,,,,box,
出来事,1884,6,,,,,,,明治17年,歩兵第18聯隊創設される。,名古屋で新設されました。これに合わせて吉田城址に兵舎の建設が進む。,,,,box,
出来事,1885,4,,,,,,,明治18年,歩兵第18聯隊駐屯,明治18年４月に兵舎の大半が竣工しました。,,,,box,
出来事,1921,,,,1923,,,,大正10年,第1次満州警備に出動する,歩兵第18聯隊,,,,box,
出来事,1928,,,,1929,,,,昭和3年,山東出兵,歩兵第18聯隊,,,,box,
出来事,1931,8,,,,,,,昭和6年,公会堂竣工,,,,,box,
出来事,1934,,,,1936,,,,昭和9年,第2次満州警備に出動する,歩兵第18聯隊,,,,box,
出来事,1937,,,,,,,,昭和12年,中国に出動する,歩兵第18聯隊,,,,box,
出来事,1944,,,,,,,,昭和19年,中部太平洋方面に出動する,歩兵第18聯隊,,,,box,
出来事,1944,7,,,,,,,昭和19年,グアム島で歩兵第18聯隊,全滅する（サイパンの戦い）,,,,box,
出来事,1945,6,19,,,,,,昭和20年,豊橋大空襲,,,,,box,
出来事,1945,12,1,,,,,,昭和20年,歩兵第18連隊衛生隊47人投降,1944年7月のサイパンの戦いで生存、日本の降伏をしらずに1年5カ月あまり生き抜く。大規模な投降としては最後といわれる。,,,,box,
出来事,1947,,,,,,,,昭和22年,戦災復興事業として整備,,,,,box,
出来事,1948,8,,,,,,,昭和23年,豊橋球場オープン,,,,,box,
出来事,1949,11,,,,,,,昭和24年,陸上競技場オープン,,,,,box,
出来事,1953,6,,,,,,,昭和28年,（旧）市庁舎落成,,,,,box,
出来事,1954,3,,,,,,,昭和29年,豊橋産業文化大博覧会開催。,隅櫓が模擬再建された。「ありし日の吉田城を型どった三層の恒久建築とし、郷土史料を展示した郷土博物館。」,,,,box,
出来事,1954,10,,,,,,,昭和29年,第１回豊橋まつり開催 ,,,,,box,
出来事,1954,6,,,,,,,昭和29年,豊橋動物園開園 ,,,,,box,
出来事,1961,6,,,,,,,昭和36年,市体育館完成 ,,,,,box,
出来事,1965,7,,,,,,,昭和40年,市民プールオープン,,,,,box,
出来事,1979,6,,,,,,,昭和54年,美術博物館開館,,,,,box,
出来事,1986,4,,,,,,,昭和61年,三の丸会館開館,,,,,box,
出来事,2007,2,5,,,,,,平成19年,豊橋公園「日本の歴史公園１００選」選定される,国土交通省,,,,box,
出来事,2016,3,26,,,,,,平成28年,吉田城リニューアルオープン,通年開館（水曜～日曜10:00～15:00）になる,,,,,
出来事,2017,4,13,,,,,,平成29年,吉田城址「続日本１００名城」に選定,日本城郭協会,http://www.higashiaichi.co.jp/news/detail/843,,,box,
出来事,2019,4,1,,,,,,平成31年,吉田城鉄櫓開館日変更,通年開館（火曜～日曜10:00～15:00）になる,,,,,
元号,1467,4,9,,1469,6,7,,1467-1469,応仁,おうにん,,,,range,
元号,1469,6,8,,1487,8,8,,1469-1487,文明,ぶんめい,,,,range,
元号,1487,8,9,,1489,9,15,,1487-1489,長享,ちょうきょう,,,,,
元号,1489,9,16,,1492,8,11,,1489-1492,延徳,えんとく,,,,,
元号,1492,8,12,,1501,3,17,,1492-1501,明応,めいおう,,,,,
元号,1501,3,18,,1504,3,15,,1501-1504,文亀,ぶんき,,,,,
元号,1504,3,16,,1521,9,22,,1504-1521,永正,えいしょう,,,,,
元号,1521,9,23,,1528,9,2,,1521-1528,大永,だいえい,,,,,
元号,1528,9,3,,1532,8,28,,1528-1532,享禄,きょうろく,,,,,
元号,1532,8,29,,1555,11,6,,1532-1555,天文,てんぶん,,,,,
元号,1555,11,7,,1558,3,17,,1555-1558,弘治,こうじ,,,,,
元号,1558,3,18,,1570,5,26,,1558-1570,永禄,えいろく,,,,,
元号,1570,5,27,,1573,8,24,,1570-1573,元亀,げんき,,,,,
元号,1573,8,25,,1593,1,9,,1573-1593,天正,てんしょう,,,,,
元号,1593,1,10,,1596,12,15,,1593-1596,文禄,ぶんろく,,,,,
元号,1596,12,16,,1615,9,4,,1596-1615,慶長,けいちょう,,,,,
元号,1615,9,5,,1624,4,16,,1615-1624,元和,げんな,,,,,
元号,1624,4,17,,1645,1,12,,1624-1645,寛永,かんえい,,,,,
元号,1645,1,13,,1648,4,6,,1645-1648,正保,しょうほう,,,,,
元号,1648,4,7,,1652,10,19,,1648-1652,慶安,けいあん,,,,,
元号,1652,10,20,,1655,5,17,,1652-1655,承応,じょうおう,,,,,
元号,1655,5,18,,1658,8,20,,1655-1658,明暦,めいれき,,,,,
元号,1658,8,21,,1661,5,22,,1658-1661,万治,まんじ,,,,,
元号,1661,5,23,,1673,10,29,,1661-1673,寛文,かんぶん,,,,,
元号,1673,10,30,,1681,11,8,,1673-1681,延宝,えんぽう,,,,,
元号,1681,11,9,,1684,4,4,,1681-1684,天和,てんな,,,,,
元号,1684,4,5,,1688,10,22,,1684-1688,貞享,じょうきょう,,,,,
元号,1688,10,23,,1704,4,15,,1688-1704,元禄,げんろく,,,,,
元号,1704,4,16,,1711,6,10,,1704-1711,宝永,ほうえい,,,,,
元号,1711,6,11,,1716,8,8,,1711-1716,正徳,しょうとく,,,,,
元号,1716,8,9,,1736,6,6,,1716-1736,享保,きょうほう,,,,,
元号,1736,6,7,,1741,4,11,,1736-1741,元文,げんぶん,,,,,
元号,1741,4,12,,1744,4,2,,1741-1744,寛保,かんぽう,,,,,
元号,1744,4,3,,1748,8,4,,1744-1748,延享,えんきょう,,,,,
元号,1748,8,5,,1751,12,13,,1748-1751,寛延,かんえん,,,,,
元号,1751,12,14,,1764,6,29,,1751-1764,宝暦,ほうれき,,,,,
元号,1764,6,30,,1772,12,9,,1764-1772,明和,めいわ,,,,,
元号,1772,12,10,,1781,4,24,,1772-1781,安永,あんえい,,,,,
元号,1781,4,25,,1789,2,18,,1781-1789,天明,てんめい,,,,,
元号,1789,2,19,,1801,3,18,,1789-1801,寛政,かんせい,,,,,
元号,1801,3,19,,1804,3,21,,1801-1804,享和,きょうわ,,,,,
元号,1804,3,22,,1818,5,25,,1804-1818,文化,ぶんか,,,,,
元号,1818,5,26,,1831,1,22,,1818-1831,文政,ぶんせい,,,,,
元号,1831,1,23,,1845,1,8,,1831-1845,天保,てんぽう,,,,,
元号,1845,1,9,,1848,3,31,,1845-1848,弘化,こうか,,,,,
元号,1848,4,1,,1855,1,14,,1848-1855,嘉永,かえい,,,,,
元号,1855,1,15,,1860,4,7,,1855-1860,安政,あんせい,,,,,
元号,1860,4,8,,1861,3,28,,1860-1861,万延,まんえん,,,,,
元号,1861,3,29,,1864,3,26,,1861-1864,文久,ぶんきゅう,,,,,
元号,1864,3,27,,1865,4,30,,1864-1865,元治,げんじ,,,,,
元号,1865,5,1,,1868,1,24,,1865-1868,慶応,けいおう,,,,,
元号,1868,1,25,,1912,7,29,,1868-1912,明治,めいじ,,,,,
元号,1912,7,30,,1926,12,24,,1912-1926,大正,たいしょう,,,,,
元号,1926,12,25,,1989,1,7,,1926-1989,昭和,しょうわ,,,,,
元号,1989,1,8,,2019,4,30,,1989-2019,平成,へいせい,,,,,
元号,2019,5,1,,now,,,,2019-現在,令和,れいわ,,,,,
