Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,Color
ジャンル,2002,,,,,,,,02,Breakcore,"drum&bass, noise, gabba, sig sig, devo パッと聞いて分かるなんかヤバさ",,,,point,
ジャンル,2004,,,,,,,,04,Schranz,,,,,point,
ジャンル,2004,,,,,,,,04,Baile funk,,,,,,
ジャンル,2005,,,,,,,,05,Fidget house,,,,,point,
ジャンル,2007,,,,,,,,07,Chillwave,,,,,,
ジャンル,2008,,,,,,,,08,Moombahton,"dancehall,",,,,point,
ジャンル,2008,,,,,,,,08,Wonky,,,,,point,
ジャンル,2009,,,,,,,,09,Witch house,,,,,,
ジャンル,2009,,,,,,,,09,Skweee,,,,,,
ジャンル,2009,,,,,,,,09,EDM,,,,,point,
ジャンル,2010,,,,,,,,10,Future bass,,,,,,
ジャンル,2010,,,,,,,,10,Brostep / post-dubstep,,,,,,
ジャンル,2011,,,,,,,,11,Nu Disco,,,,,point,
ジャンル,2012,,,,,,,,12,Jungle terror,,,,,,
ジャンル,2012,,,,,,,,12,Future Funk,,,,,,
ジャンル,2013,,,,,,,,13,footwork jungle,,,,,,
ジャンル,2014,,,,,,,,14,Gqom,,,,,,
ジャンル,1990,,,,,,,,1990,Rave,UK,,,,point,
ジャンル,1993,,,,,,,,1993,Jungle,UK,,,,point,
ジャンル,1994,,,,,,,,1994,Happy hardcore,UK,,,,point,
ジャンル,1995,,,,,,,,1995,Drum & Bass,UK,,,,point,
ジャンル,1996,,,,,,,,1996,Nu NRG,UK,,,,point,
ジャンル,1996,,,,,,,,1996,Speed garage,UK,,,,point,
ジャンル,1997,,,,,,,,1997,UK hard house / Bounce,UK,,,,,
ジャンル,1998,,,,,,,,1998,2 step,UK,,,,point,
ジャンル,2002,,,,,,,,02,Grime,UK,,,,point,
ジャンル,2002,,,,,,,,02,Dub step,UK,,,,point,
ジャンル,2004,,,,,,,,04,UK hardcore,UK,,,,point,
ジャンル,2005,,,,,,,,05,Bassline house,UK,,,,,
ジャンル,2007,,,,,,,,07,UK funky,UK,,,,point,
ジャンル,1984,,,,,,,,1984,House,US,,,,point,
ジャンル,1986,,,,,,,,1986,Miami bass,US,,,,point,
ジャンル,1987,,,,,,,,1987,Acid house,US,,,,point,
ジャンル,1987,,,,,,,,1987,Detroit techno,US,,,,point,
ジャンル,1988,,,,,,,,1988,Hip house,US,,,,point,
ジャンル,1993,,,,,,,,1993,Ghetto/Chicago house,US,,,,point,
ジャンル,1994,,,,,,,,1994,NY Hard House,US,,,,point,
ジャンル,1998,,,,,,,,1998,Ghetto tech,US,,,,point,
ジャンル,2006,,,,,,,,06,Trap,US,,,,point,
ジャンル,2007,,,,,,,,07,Jersey Club,US,,,,,
ジャンル,2008,,,,,,,,08,Juke / Foot work,US,,,,point,
リリース,1974,,,,,,,,1974,Kraftwerk - Autobahn,US チャート、UKチャートを乗せる,,,,point,
リリース,1980,,,,,,,,1980,YMO - RYDEEN,,,,,point,
リリース,1992,,,,,,,,1992,Aphex Twin - Selected Ambient Works 85–92,,,,,point,
リリース,1993,,,,,,,,1993,Dave Clarke - RED 2,,,,,point,
リリース,1993,,,,,,,,1993,HARDFLOOR - TB RESUSCITATION,,,,,point,
リリース,2001,,,,,,,,01,Prefuse 73 - Vocal Studies + Uprock Narratives ,,,,,,
リリース,2004,,,,,,,,04,Diplo ‎– Florida,,,,,,
リリース,2005,,,,,,,,05,Modeselektor ‎- Hello Mom!,,,,,,
リリース,2007,,,,,,,,07,Burial - Untrue,,,,,,
リリース,2008,,,,,,,,08,Flying Lotus - Los Angeles,,,,,,
リリース,2009,,,,,,,,09,Hudson Mohawke ‎– Butter,,,,,,
リリース,2010,,,,,,,,10,Skrillex - Scary Monsters And Nice Sprites,,,,,point,
機材,1970,,,,,,,,1970,シンセ,,,,,point,
機材,1980,,,,,,,,1980,TR-808,,,,,point,
機材,1970,,,,,,,,1970,サンプラー,,,,,point,
機材,1996,,,,,,,,1996,SC-88 pro,,,,,point,
機材,1987,,,,,,,,1987,SP-1200,,,,,point,
機材,1994,,,,,,,,1994,MPC 3000,,,,,point,
機材,1996,,,,,,,,1996,JP 8000,,,,,,
機材,2001,,,,,,,,01,CDJ-1000,,,,,,
機材,2006,,,,,,,,06,"DJM-800, CDJ 1000 mk3 (mp3)",,,,,,
機材,2009,,,,,,,,09,CDJ-2000 / 900,,,,,,
機材,2012,,,,,,,,12,"DJM-850, CDJ-2000nexus",,,,,,
機材,2000,,,,,,,,00,Traktor DJ Studio,,,,,,
機材,2005,,,,,,,,05,Traktor DJ Studio 2.6 (vinyl),,,,,,
機材,2008,,,,,,,,08,Traktor PRO,,,,,,
機材,2011,,,,,,,,11,Traktor PRO 2,,,,,,
機材,2012,,,,,,,,12,Serato DJ 1.0,,,,,,
機材,2018,,,,,,,,18,Serato DJ Pro 2.0,,,,,,
機材,2015,,,,,,,,15,rekordbox dj,,,,,,
技術の普及,1955,,,,,,,,1955,ラジオ,,,,,point,
技術の普及,1948,,,,,,,,1948,LPレコード,,,,,,
技術の普及,1960,,,,,,,,1960,TV,,,,,point,
技術の普及,1970,,,,,,,,1970,カセットテープ,,,,,point,
技術の普及,1978,,,,,,,,1978,ビデオテープ,,,,,point,
技術の普及,1980,,,,,,,,1980,カーオーディオ,,,,,point,
技術の普及,1984,,,,,,,,1984,CD,,,,,point,
技術の普及,1994,,,,,,,,1994,インターネット,,,,,point,
技術の普及,1996,,,,,,,,1996,CDR,,,,,point,
技術の普及,1997,,,,,,,,1997,携帯電話,,,,,point,
技術の普及,1001,,,,,,,,01,携帯 3G,,,,,,
技術の普及,1998,,,,,,,,1998,MP3,,,,,point,
技術の普及,1999,,,,,,,,1999,P2P,,,,,,
技術の普及,2001,,,,,,,,01,iPod,,,,,,
技術の普及,2002,,,,,,,,02,blog,,,,,,
技術の普及,2004,,,,,,,,04,SNS,,,,,point,
技術の普及,2005,,,,,,,,05,podcast,,,,,,
技術の普及,2007,,,,,,,,07,iPhone,,,,,point,
技術の普及,2008,,,,,,,,08,android,,,,,,
技術の普及,2010,,,,,,,,10,携帯 4G,,,,,,
技術の普及,2011,,,,,,,,11,iPhone 4s,,,,,,
Web サービス,1999,,,,,,,,1999,2ちゃんねる,,,,,,
Web サービス,1999,,,,,,,,1999,Napster,,,,,,
Web サービス,2000,,,,,,,,00,Discogs,,,,,,
Web サービス,2001,,,,,,,,01,WinMX,,,,,,
Web サービス,2003,,,,,,,,03,iTunes Store,,,,,,
Web サービス,2003,,,,,,,,03,MySpace,,,,,,
Web サービス,2004,,,,,,,,04,Beatport,,,,,,
Web サービス,2004,,,,,,,,04,mixi,,,,,,
Web サービス,2006,,,,,,,,06,YouTube,,,,,,
Web サービス,2006,,,,,,,,06,twitter,,,,,,
Web サービス,2007,,,,,,,,07,Facebook,,,,,,
Web サービス,2007,,,,,,,,07,Tumblr,,,,,,
Web サービス,2007,,,,,,,,07,ustream,,,,,,
Web サービス,2008,,,,,,,,08,Bandcamp,,,,,,
Web サービス,2008,,,,,,,,08,SoundCloud,,,,,,
Web サービス,2009,,,,,,,,09,Spotify,,,,,,
Web サービス,2010,,,,,,,,10,instagram,,,,,,
