Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,(未実装) Color
作中の出来事,1944,10,,,,,,,,すず、竹槍訓練をする。,,,,,,
日本・広島・呉の主な出来事,1944,10,23,,,,,,,"「青葉」レイテ沖海戦。23日,雷撃で大破。",,,,,,
作中の出来事,1944,11,,,,,,,,すず、代用炭団を作る。,,,,,,
日本・広島・呉の主な出来事,1944,11,11,,,,,,,"11日,広島県に初の空襲。",,,,,,
作中の出来事,1944,,,,,,,,,すず、裁縫をする。,,,,,,
作中の出来事,1944,12,,,,,,,,水原哲が訪ねてくる。,,,,,,
作中の出来事,1944,12,,,,,,,,すずと哲、納屋で話す。,,,,,,
日本・広島・呉の主な出来事,1944,12,12,,,,,,,12日、重巡洋艦「青葉」、呉軍港に帰投。,,,,,,
作中の出来事,1945,2,,,,,,,,すず、合同慰霊祭に行く。,,,,,,
作中の出来事,1945,2,,,,,,,,すず、遊郭でテルと会う。,,,,,,
作中の出来事,1945,3,,,,,,,,すず、空襲に遭う。,,,,,,
日本・広島・呉の主な出来事,1945,3,,,,,,,,呉軍港を中心に、米艦載機約350機による空襲（呉軍港空襲）。,,,,,,
作中の出来事,1945,3,,,,,,,,久夫から教科書が届く。,,,,,,
日本・広島・呉の主な出来事,1945,3,,,,,,,,「青葉」防空砲台として対空戦闘を行う。,,,,,,
作中の出来事,1945,4,,,,,,,,すずら、二河公園に花見に行く。,,,,,,
日本・広島・呉の主な出来事,1945,4,,,,,,,,戦艦「大和」、坊ノ岬沖で撃沈。,,,,,,
作中の出来事,1945,4,,,,,,,,すず、飛行機雲を見る。,,,,,,
作中の出来事,1945,5,5,,,,,,,"5日,B-29が広工廠に爆撃。",,,,,,
日本・広島・呉の主な出来事,1945,5,5,,,,,,,"5日,Ｂ-29約120機、広地区海軍工作庁を中心に爆撃。",,,,,,
作中の出来事,1945,5,,,,,,,,周作、海兵団で軍事教練を受ける。,,,,,,
作中の出来事,1945,6,22,,,,,,,"22日,すずと晴美、空襲に遭う。",,,,,,
日本・広島・呉の主な出来事,1945,6,22,,,,,,,"22日,呉工廠造兵部空襲。工廠に大損害。",,,,,,
作中の出来事,1945,7,1,,,,,,,北條家に焼夷弾が落ちる。,,,,,,
日本・広島・呉の主な出来事,1945,7,1,,,,,,,"1日,Ｂ-29約100機、夜半より翌2日早朝にかけて呉市を空襲、市街の大半を消失。",,,,,,
作中の出来事,1945,7,,,,,,,,すみが訪ねてくる。,,,,,,
作中の出来事,1945,7,,,,,,,,連日の空襲。,,,,,,
日本・広島・呉の主な出来事,1945,7,,,,,,,,"24-29日呉沖海空戦。 24日米艦載機約870機、呉軍港内艦艇を中心に爆撃。 米艦載機約950機及びＢ29・Ｂ24約110機、主に呉軍港内艦艇を爆撃。 28日,重巡洋艦「青葉」、大破・着底。",,,,,,
作中の出来事,1945,8,6,,,,,,,すず、巨大な雲を見る。,,,,,,
日本・広島・呉の主な出来事,1945,8,6,,,,,,,"6日,広島に原子爆弾投下。",,,,,,
日本・広島・呉の主な出来事,1945,8,8,,,,,,,8日福山大空襲。,,,,,,
作中の出来事,1945,8,,,,,,,,すず、草履を作る。,,,,,,
作中の出来事,1945,8,15,,,,,,,すず、ラジオを聴く。,,,,,,
日本・広島・呉の主な出来事,1945,8,15,,,,,,,"15日,終戦。玉音放送。",,,,,,
作中の出来事,1945,9,17,,,,,,,台風に遭う。,,,,,,
日本・広島・呉の主な出来事,1945,9,17,,,,,,,"17日,枕崎台風、広島直撃死者1154人、
負傷者440人、流失家屋1162戸、半壊家屋792戸発生。",,,,,,
作中の出来事,1945,10,,,,,,,,周作、大竹海兵団に行く。,,,,,,
日本・広島・呉の主な出来事,1945,10,6,,,,,,,"アメリカ占領軍輸送船団約30隻広湾に入港。翌7日、本隊19,500人上陸。",,,,,,
作中の出来事,1945,11,,,,,,,,すず、配給に行く。,,,,,,
日本・広島・呉の主な出来事,1945,11,,,,,,,,陸軍省・海軍省が廃止解体。,,,,,,
作中の出来事,1945,12,,,,,,,,すずと刈谷、服を交換しに行く。,,,,,,
作中の出来事,1946,1,,,,,,,,すず、広島市に帰る。,,,,,,
作中の出来事,1946,1,,,,,,,,すずと周作、戦災孤児の少女と出会う。,,,,,,
日本・広島・呉の主な出来事,1946,2,,,,,,,,"英連邦占領軍先遣隊と海軍部隊、呉に入港。
総司令部と基地部隊を呉市内に置く。",,,,,,
