Group,Year,Month,Day,End Year,End Month,End Day,Display Date,Title,Detail,URL,Image URL,Image Credit,Type,Color
小説家,1885,5,12,1976,4,9,,武者小路実篤,白樺派の思想代名詞的存在。理想郷の建設に代表される理想主義的・空想社会主義的行動には現実離れしているという批判もあった。小説家であるほか、詩人・劇作家・画家。貴族院勅選議員でもある。,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Saneatsu_Mushanokoji_1_cropped.jpg/200px-Saneatsu_Mushanokoji_1_cropped.jpg,,,
小説家,1952,2,19,now,,,,村上龍,ヒッピー文化の影響を強く受けた作家として、村上春樹と共に時代を代表する作家と目される。自身の小説を元に映画製作も行なう。1999年より、日本の金融・政治経済関連の問題を考えるメールマガジン『JMM』を主宰、以後、暗部に潜む政治経済関連の問題など時事報道に対してコメントするなど、文壇以外の世界にも積極的に関わっている。,,https://cdn.mainichi.jp/vol1/2020/01/29/20200129dde014040045000p/9.jpg?1,,,
小説家,1862,2,17,1922,7,9,,森鴎外,,,,,,
小説家,1903,6,22,1967,2,14,,山本周五郎,,,,,,
小説家,1898,3,17,1947,12,30,,横光利一,菊池寛に師事し、川端康成と共に新感覚派として大正から昭和にかけて活躍。『機械』は日本のモダニズム文学の頂点とも絶賛され、また形式主義文学論争を展開、1935年（昭和10年）前後には「文学の神様」と呼ばれ、志賀直哉とともに「小説の神様」とも称された。,,https://userdisk.webry.biglobe.ne.jp/033/088/87/N000/000/000/157429878757759818214.jpg,,,
小説家,1924,4,13,1994,7,26,,吉行淳之介,私小説的な純文学作品、大衆文学の方面ともに秀で、軽妙な随筆のファンが多く、対談やエッセイの名手としてよく知られる。ミソジニ―傾向が強く、女性をテーマとする著作が中心。,,https://pdmagazine.jp/wp-content/uploads/2016/03/082-300x440.jpg,,,
小説家,1978,3,,now,,,,米澤穂信,,,,,,
出来事,1939,9,1,1945,9,2,,第二次世界大戦,,,,,,
出来事,1914,7,28,1918,11,11,,第一次世界大戦,,,,,,
出来事,1936,2,26,1936,2,29,,二・二六事件,"皇道派の影響を受けた陸軍青年将校らが、明治維新のような天皇を中心とした近代的民主国家の復元のため、1,483名の下士官兵を率いて起こした日本のクーデター未遂事件。「天皇の取り巻きによる独裁状態」の政府中枢を襲った。",,,,,
出来事,1950,6,25,1953,7,27,,朝鮮戦争,1948年に成立の分断国家大韓民国と、朝鮮民主主義人民共和国との間で生じた朝鮮半島の主権を斡国際紛争。事実上の国境線38度線を北朝鮮が越えて韓国に侵略を仕掛けたことにより勃発。休戦協定署名により今もなお休戦状態。,,,,,
出来事,1949,,,,,,,「鉢の木会」結成,戦後日本で展開された“戦後派”作家・評論家による集い。（メンバー：中村光夫・福田恆存・吉田健一、後になり大岡昇平・三島由紀夫・吉川逸治・神西清らが追加）,,https://stat.ameba.jp/user_images/20190830/02/sadamood-374/b7/0b/j/o0640048014559384880.jpg?caw=800,,,
出来事,,,,,,,,,,,,,,
出来事,,,,,,,,,,,,,,
出来事,,,,,,,,,,,,,,
出来事,,,,,,,,,,,,,,
刊行,1954,6,10,,,,,潮騒（新潮社）,三重県鳥羽市に属する歌島を舞台に、若く純朴な恋人同士の漁夫と海女が、いくつもの障害や困難を乗り越え、成就するまでを描いた純愛物語。,,https://www.kosho.or.jp/upload/save_image/21000180/20190827150132323206_19ef6e96ffad05f121a4d8cf0c666751.jpg,,,
刊行,1947,12,15,,,,,斜陽（新潮社）,没落貴族の娘の告白という形式で，滅びゆくものの悲哀と憧憬を描き，不安な第ニ次大戦後の社会の中に新しい生き方を探った作品。,,http://shoshitakou.com/upload/save_image/l23009.jpg,,,
刊行,1944,10,15,,,,,花ざかりの森（七丈書院）,16歳の三島少年による公での初発表作品。祖先への強い憧れとアンニュイな雰囲気が漂う追憶と観念的な挿話が断片的に織りなされている詩的な作品である,,https://www.book-komiyama.co.jp/bookblog/wp-content/uploads/2018/10/001322-214x300.jpg,,,
刊行,1954,4,20,,,,,山の音（筑摩書房）,老いを自覚し、ふと耳にした「山の音」を死期の告知と怖れながら、息子の嫁に淡い恋情を抱く主人公の様々な夢想や心境、死者の夢を基調に、復員兵の息子の頽廃、出戻りの娘など、家族間の心理的葛藤を鎌倉の美しい自然や風物と共に描いた作品。繊細冷静に捕えられた複雑な諸相の中、敗戦の傷跡が色濃く残る時代を背景に〈日本古来の悲しみ〉〈あはれな日本の美しさ〉が表現されている。,,,,,
刊行,1964,,,,,,,砂の上の植物群（文藝春秋新社）,女性に求めてきたもの、それは心ではなくただ女体であった。疚しさとも歪んだ心持ちとも無関係な、常識を破るショッキングな肉体の触れ合いの中に、真の性的充足を探り、性の根源にメスを入れた野心的長編。,,https://www.kosho.or.jp/upload/save_image/44000140/20190217185151982688_9717052bc1ed00bb169b88253e6a22d5.jpg,,,
刊行,1956,3,15,,,,,太陽の季節（新潮社）,裕福な家庭に育った若者の無軌道な生活を通して、感情を物質化する新世代を描いた作品。ストーリーが倫理性に欠けることで、発表されるや文壇のみならず一般社会にも賞賛と非難を巻き起こした。,,https://images-na.ssl-images-amazon.com/images/I/71WDwYXXM0L.jpg,,,
刊行,1919,1,,,,,,恩讐の彼方に〈中央公論〉,,,,,,
刊行,1911,12,,,,,,刺青（籾山書店）,皮膚や足に対するフェティシズムと、それに溺れる男の性的倒錯など、その後の谷崎作品に共通するモチーフが見られる初期の作品。,,https://static.mercdn.net/item/detail/orig/photos/m55405080748_1.jpg?1555130813,,,
刊行,1931,5,15,,,,,檸檬（武蔵野書院）,得体の知れない憂鬱な心情や、ふと抱いたいたずらな感情を、色彩豊かな事物や心象と共に詩的に描いた作品。,,https://img.aucfree.com/h386093134.1.jpg,,,
刊行,1976,7,9,,,,,限りなく透明に近いブルー（講談社）,「僕」が物事を常に客観視する中で、感情移入を排したフラットな表現でセックスや暴力を描ききった部分であると多くの作家・評論家が本作の解説で評価することが多い。衝撃的な内容を題材として捉えていながら、その文章自体は異常なまでに平易であり「清潔」である。,,https://img15.shop-pro.jp/PA01244/335/product/91942998.jpg?cmsp_timestamp=20150719170841,,,
刊行,1917,11,1,,,,,和解〈黒潮〉,父と不和になっていた作者を「順吉」に置き換えて、次第に和解していく経過をたどる私小説。この作品を発表した年の8月に、父との和解が成立している。,,,,,
刊行,1939,,,,,,,愛と死〈日本評論〉,手紙を通じて取り交わす、至純で崇高な愛の感情を謳う不朽の恋愛小説。,,,,,
刊行,1964,8,,,,,,個人的な体験（新潮社）,長男大江光が脳瘤（脳ヘルニア）のある障害者であり、その実体験をもとに、長男の誕生後間もなく書いた作品。出生後数週の間に激しい葛藤をし、逃避、医師を介しての間接的殺害の決意、そして受容という経過を経る姿を描く。,,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcSRiOcNJl5xYP9R98hlcuO6jV0DkRoIvBTDFvqQ7h6uuMnPc_sl&usqp=CAU,,,
刊行,1917,5,,,,,,羅生門（阿蘭陀書房）,生きるための悪という人間のエゴイズムを克明に描き出した。,,https://auctions.afimg.jp/item_data/image/20130107/yahoo/t/t297892007.1.jpg,,,
刊行,1931,4,10,,,,,機械（白水社）,新手法を駆使した実験小説で、文学的独創性を確立。あるネームプレート製作所で働く「私」の心理を通して、そこで起った作業員同士の疑心暗鬼と諍いから重大な結末に至るまでの経過を独白する物語。段落や句読点のきわめて少ない独特のメカニックな文体で、機械のように連動する複雑な人間心理の絡み合いが精緻に描かれ、一つの抽象的な「詩的宇宙」が形成されている。,,https://yomitaya.co.jp/wp-content/uploads/2018/03/122183.jpg,,,
刊行,1949,7,5,,,,,仮面の告白（河出書房）,人と違う性的傾向に悩み、生い立ちからの自分を客観的に生体解剖していく「私」の告白の物語。自身の性的志向への自覚と、男女の愛への試みと挫折が、苦痛と悲哀に満ちた理知的かつ詩的な文体で描かれている。日本文学史上でも、その異質性においても画期的な作品だとされている。,,https://www.book-komiyama.co.jp/i_item/2010/12/6891.jpg,,,
刊行,1963,9,10,,,,,午後の曳航（講談社）,横浜山手を舞台に、ブティックを経営する未亡人と息子、その女性に恋する外国航路専門の船員とが織り成す人間模様と、少年たちの残酷性を描いた作品。前編「夏」、後編「冬」から成る。構成としては、前編はごく普通のメロドラマとして終わり、後編でその世界が崩壊していく様が書かれている。,,https://www.book-komiyama.co.jp/i_item/2019/12/101737.jpg,,,
刊行,1935,5,20,,,,,禽獣（野田書房）,「抒情」と一対にある「非情」があらわされた名作。犬や小鳥を愛育し、女の舞踊に打ち込む厭人癖の男の、禽獣（動物）と女に向けられる抒情と非情の眼差の物語。禽獣たちの無心の生命への讃歌の裏側に潜む虚無が描かれている。,,,,,
刊行,,,,,,,,,,,,,,
刊行,,,,,,,,,,,,,,
刊行,,,,,,,,,,,,,,
刊行,,,,,,,,,,,,,,
刊行,,,,,,,,,,,,,,
刊行,,,,,,,,,,,,,,
刊行,,,,,,,,,,,,,,
刊行,,,,,,,,,,,,,,
刊行,,,,,,,,,,,,,,
刊行,,,,,,,,,,,,,,
