Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,Image Cblackit,Type,Color
Amabietter,2020,3,7,,,,,,,アマビエメーカー公開,高川ヨ志ノリ作https://picrew.me/image_maker/259043,https://twitter.com/hiyokoblack/status/1236211129849794560,https://cdn.picrew.me/app/image_maker/259043/icon_83IjyfbrmqWEFkQk.png,,,
Amabietter,2020,2,2,,,,,,,佐藤理恵によるアマビエの展示,イレブンガールズアートコレクション（EGC）広島@広島福屋八丁堀本店（2020/1/30-2/5）にて斎藤理絵がアマビエを展示,https://twitter.com/wokashinoie2/status/1223781863203803136,https://pbs.twimg.com/media/EPu_Gf9UEAAYE-g?format=jpg&name=small,,,
Amabietter,2020,2,22,,,,,,,疫病と妖怪（疫病神、アマビエなど）,Twitterで確認できる最初のアマビエに関するまとまった記事,https://youkaiya.jp/youkai-ch/?p=1933,,,,black
Amabietter,2020,2,27,,,,,,,アマビエ画像初プチバズ。,妖怪掛軸・化け絵を手掛ける大蛇堂がアマビエの掛け軸をツイート。2020/6/7現在、718RT、891LIKE。アマビエ関連の初Buzz現象。以降、アマビエイラストのツイートが一気に増加。,https://twitter.com/orochidou/status/1232956377754001408,https://pbs.twimg.com/media/ERxXPyEU4AArQM-?format=jpg&name=medium,,,black
Amabietter,2020,2,28,,,,,,,赤綿 茂,27日のBuzz以降、初のアマビエイラスト。,https://twitter.com/aka_SHIGE/status/1233278807613657095,https://pbs.twimg.com/media/ER18iWRU4AMCejT?format=jpg&name=900x900,,,black
Amabietter,2020,2,29,,,,,,,まいけるからわた　猫狐力発電所 です,,https://twitter.com/michaelkarawata/status/1233466507902017542,https://pbs.twimg.com/media/ER4nPSNWsAQrJqu?format=jpg&name=medium,,,
Amabietter,2020,3,1,,,,,,,どたく丸,,https://twitter.com/Dotakumaru/status/1233961286750195712,https://pbs.twimg.com/media/ER_pP0dU8AEhQf-?format=jpg&name=medium,,,
Amabietter,2020,3,1,,,,,,,ゾムデッド,,https://twitter.com/zomdead/status/1233992499703635968,https://pbs.twimg.com/media/ESAForZU8AA_5Dd?format=jpg&name=medium,,,
Amabietter,2020,3,1,,,,,,,まるねる堂,初の立体作品,https://twitter.com/marunerudon31/status/1234104779300728834,https://pbs.twimg.com/media/ESBrRruUUAEHhd6?format=jpg&name=large,,,black
Amabietter,2020,3,1,,,,,,,岾真堂,よみ： やまさなどう,https://twitter.com/beyreen37/status/1234121633813520384,https://pbs.twimg.com/media/ESB7FMCUUAEXX1D?format=jpg&name=medium,,,
Amabietter,2020,3,2,,,,,,,namy,,https://twitter.com/namy_hey/status/1234142124070727680?s=20,https://pbs.twimg.com/media/ESCNt0jUUAAlCjV?format=jpg&name=large,,,
Amabietter,2020,3,2,,,,,,,茶柱立太,,https://twitter.com/chaba4ra/status/1234167126740500480?s=20,https://pbs.twimg.com/media/ESCkdQzUcAANb18?format=jpg&name=medium,,,
Amabietter,2020,3,2,,,,,,,yaaaawww,尼彦（肉筆）を妖獣アリエとするツイート。尼彦（肉筆）の珍しいツイート。,https://twitter.com/AsanoYasuko/status/1234265891031830529,https://pbs.twimg.com/media/ESD-SKGUUAAIYX9?format=jpg&name=small,,,black
Amabietter,2020,3,3,,,,,,,hippo,,https://twitter.com/handstandhippo/status/1234640784713871360?s=20,https://pbs.twimg.com/media/ESJS6o7U8AASkpd?format=jpg&name=900x900,,,
Amabietter,2020,3,3,,,,,,,ジュン[アマヤギ堂],,https://twitter.com/Amayagido/status/1234649190740852736?s=20,https://pbs.twimg.com/media/ESJameMUEAAj8mV?format=jpg&name=medium,,,
Amabietter,2020,3,3,,,,,,,ぜんじる,,https://twitter.com/zenjiruzen/status/1234675106409902081?s=20,https://pbs.twimg.com/media/ESJydy0VAAEyHVu?format=jpg&name=900x900,,,
Amabietter,2020,3,3,,,,,,,小林義和,,https://twitter.com/barajuzidan/status/1234692397268733953?s=20,https://pbs.twimg.com/media/ESKB5gWUcAAuchN?format=jpg&name=900x900,,,
Amabietter,2020,3,3,,,,,,,小林義和,2019/1/26に投稿した招福おみくじの再掲。アマビコに言及するツイート。アマビエ関連のGIFは初出。,https://twitter.com/barajuzidan/status/1234693398402985986?s=20,https://twitter.com/i/status/1234693398402985986,,,black
Amabietter,2020,3,3,,,,,,,至水/死水,初の商品PRツイート。アマビエの根付。,https://twitter.com/deadpool_shisui/status/1234705978886520832?s=20,https://pbs.twimg.com/media/ESKOeveU0AAMXye?format=png&name=900x900,,,black
Amabietter,2020,3,3,,,,,,,まどろみの庭,,https://twitter.com/mayonoenoe/status/1234727815209054209?s=20,https://pbs.twimg.com/media/ESKiZv-UcAAJdj2?format=jpg&name=large,,,
Amabietter,2020,3,3,,,,,,,オオジカオリ,筆ペンイラスト。,https://twitter.com/ojikaori/status/1234728008931397632?s=20,https://pbs.twimg.com/media/ESKikyjXUAI_kxQ?format=jpg&name=small,,,
Amabietter,2020,3,3,,,,,,,ムムリク舎,,https://twitter.com/rokusuna1788/status/1234739539618320384?s=20,https://pbs.twimg.com/media/ESKtEJoUYAA8gIU?format=jpg&name=small,,,
Amabietter,2020,3,3,,,,,,,miyu,護符への言及,https://twitter.com/boonyannko/status/1234741646840872961?s=20,https://pbs.twimg.com/media/ESKu96FU0AEmpUF?format=jpg&name=small,,,
Amabietter,2020,3,3,,,,,,,iknow,これまでにない強い擬人化,https://twitter.com/_iknow_mono/status/1234742786760396800?s=20,https://pbs.twimg.com/media/ESKwAUJUcAA9aMi?format=jpg&name=large,,,
Amabietter,2020,3,3,,,,,,,Cait Sith,,https://twitter.com/caitsith_pc/status/1234743153137078273,https://pbs.twimg.com/media/ESKwWenVUAEG60y?format=jpg&name=medium,,,
Amabietter,2020,3,3,,,,,,,C3_REX,初の編み物,https://twitter.com/C3_Rex/status/1234765370084319232?s=20,https://pbs.twimg.com/media/ESLEULrUwAAyHlh?format=jpg&name=large,,,black
Amabietter,2020,3,3,,,,,,,Walter,《ぬ～べ～NEO》に登場するアマビエの初めての画像,https://twitter.com/tGBWJKXHlDrrNcq/status/1234803840064475136?s=20,https://pbs.twimg.com/media/ESLniscUYAEQ3ns?format=png&name=small,,,black
Amabietter,2020,3,3,,,,,,,東京モノノケ,のちにアマビエトラックになるアマビエ,https://twitter.com/tmnk_illust/status/1234820691561549825?s=20,https://pbs.twimg.com/media/ESL2m4kUUAEWJAR?format=jpg&name=small,,,
Amabietter,2020,3,3,,,,,,,僕山田,水木しげるによるアマビエイラスト初登場,https://twitter.com/ryunosu15186232/status/1234826319373799424?s=20,https://pbs.twimg.com/media/ESL7_cAVUAMb9hW?format=jpg&name=small,,,black
Amabietter,2020,3,3,,,,,,,みゃ@マジまんじゅう,あつ森内でのアマビエ再現が初登場,https://twitter.com/_miyaaako/status/1234827178740600832?s=20,https://pbs.twimg.com/media/ESL8xUEXkAATBos?format=jpg&name=small,,,black
Amabietter,2020,3,3,,,,,,,のる,ゲゲゲの鬼太郎、アマビエ＋カワウソの二次創作,https://twitter.com/N0RuRuRu/status/1234840225353887750?s=20,https://pbs.twimg.com/media/ESMIT1HUYAE2sBA?format=png&name=small,,,
Amabietter,2020,3,3,,,,,,,高川ヨ志ノリ,アマビエメーカー作者、初のアマビエ投稿,https://twitter.com/hiyokoblack/status/1234842325374791680?s=20,https://pbs.twimg.com/media/ESMKi5MU4AA8HYW?format=jpg&name=small,,,black
Amabietter,2019,12,23,,,,,,,青森県地場セレクト担当じば美,お化け珈琲シリーズから、最近の人気としてアマビエを紹介,https://twitter.com/aomorijibasele/status/1208919640962764800?s=20,https://pbs.twimg.com/media/EMbyABnVAAAiz8m?format=jpg&name=4096x4096,,,
Amabietter,2020,3,3,,,,,,,青森県地場セレクト担当じば美,アマビエパッケージの珈琲を疫病の際に出てくるエピソードとともに再掲載,https://twitter.com/aomorijibasele/status/1234845224825831427?s=20,https://pbs.twimg.com/media/ESMNLxaVAAEKfgZ?format=jpg&name=medium,,,
Amabietter,2020,3,6,,,,,,,青森県地場セレクト担当じば美,アマビエ人気に乗じてＰＯＰ作成。この時点ですでに「ＳＮＳで人気爆発」の表現。,https://twitter.com/aomorijibasele/status/1235808350979248132?s=20,https://pbs.twimg.com/media/ESZ4AKFUwAElBsn?format=jpg&name=4096x4096,,,
Amabietter,2020,3,3,,,,,,,るるじー,尼彦入道を明記した初めてのイラスト。足が9本？描かれる点も尼彦入道（摺物）と共通。,https://twitter.com/ruuruujii/status/1234851794548858880?s=20,https://pbs.twimg.com/media/ESMTJI8XsAAIYLQ?format=png&name=small,,,black
Amabietter,2020,3,3,,,,,,,柊アキラ＠百鬼夜蝶,擬人化の傾向がより顕著,https://twitter.com/yokoiakira/status/1234853851704025089?s=20,https://pbs.twimg.com/media/ESMU_ntWsAkXQ6v?format=jpg&name=small,,,
Amabietter,2020,3,4,,,,,,,小山田浩史,アマビエブーム以降、初めての神社姫画像の投稿,https://twitter.com/magonia00/status/1234859494166999042?s=20,https://pbs.twimg.com/media/ESMaJMsW4A0PqEe?format=jpg&name=240x240,,,black
Amabietter,2020,3,4,,,,,,,早坂,アマビエの擬人化YouTuberに関する初めての言及,https://twitter.com/dnbxx/status/1234867232980627457?s=20,https://pbs.twimg.com/media/ESMhMjEUwAEno28?format=jpg&name=large,,,black
Amabietter,2020,3,4,,,,,,,ミレイ,ことば漢字のイラスト版初登場,https://twitter.com/kkr301/status/1234872597168308224?s=20,https://pbs.twimg.com/media/ESMmE8uU4AAUCi6?format=jpg&name=small,,,black
Amabietter,2020,3,4,,,,,,,日向刹那,妖怪ウォッチとの初コラボ作品,https://twitter.com/benizome/status/1234875448502341634?s=20,https://pbs.twimg.com/media/ESMoq0oUUAEG33o?format=jpg&name=small,,,black
Amabietter,2020,3,4,,,,,,,なぎ,東京コンセプション（スマホゲーム）に登場するアマビエのアリエに対する初めての言及,https://twitter.com/AsabaNagi/status/1234898416552988672?s=20,https://pbs.twimg.com/media/ESM8NpIU0AE9B_g?format=jpg&name=small,,,ｒｅｄ
Amabietter,2020,3,4,,,,,,,ぎん,天日子尊オリジナル初登場。八咫烏との共通性を指摘。,https://twitter.com/silveriin/status/1234922837275635713?s=20,https://pbs.twimg.com/media/ESNTLX8U0AAyxlf?format=jpg&name=small,,,black
Amabietter,2020,3,4,,,,,,,ナオタ,予言獣アマビコ考にない図像が登場。たてがみは尼彦(新聞)の記述と共通するが、4本足で体表に毛は描かれていない。,https://twitter.com/naokonata1/status/1234938995592683520?s=20,https://pbs.twimg.com/media/ESNid-cUwAEjxhM?format=jpg&name=900x900,,,black
