Group,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Title,Detail,URL,Image URL,(未実装) Image Credit,Type,(未実装) Color
庚申,3000,,,,,,,,,？　庚申　野笹護摩堂,寛政12月,,,,,
庚申,1860,,,,,,,,,庚申　中村北,安政07年02月,,,,,
庚申,1920,,,,,,,,,庚申　中村北「中村」,大正09年01月,,,,,
庚申,3000,,,,,,,,,？　庚申　中村北,不明,,,,,
庚申,3000,,,,,,,,,？　庚申　長藤小学校,不明,,,,,
庚申,1860,,,,,,,,,庚申　殿垣外,安政07年,,,,,
庚申,1920,1,,,,,,,,庚申　殿垣外「殿垣外中」,大正09年01月,,,,,
庚申,3000,,,,,,,,,？　庚申　殿垣外,不明,,,,,
庚申,1920,1,,,,,,,,庚申　殿垣外「殿垣外中」,大正09年01月,,,,,
庚申,3000,,,,,,,,,？　庚申　殿垣外,不明,,,,,
庚申,3000,,,,,,,,,？　庚申　栗田,安政「正月吉日」,,,,,
庚申,1920,1,,,,,,,,庚申　栗田「開眼主東竜華院日　」,大正09年01月「正月吉日」,,,,,
庚申,1800,,,,,,,,,庚申塔　栗田,寛政12年,,,,,
庚申,1740,1,23,,,,,,,庚申塔　栗田,元文05年01月23日「正月」,,,,,
庚申,3000,,,,,,,,,？　庚申　中条中組,不明,,,,,
庚申,1860,,,,,,,,,庚申　中条中組「村中」,安政07年,,,,,
庚申,1920,,,,,,,,,庚申　中条中組「中条中」,大正09年「初庚申日」,,,,,
庚申,1861,,,,,,,,,庚申　四日市場,蔓延02年,,,,,
庚申,3000,,,,,,,,,？　庚申　四日市場,不明,,,,,
庚申,1920,,,,,,,,,庚申　四日市場「石工伊東左馬太郎」,大正09年03月03日,,,,,
庚申,1920,,,,,,,,,庚申　黒沢堂,大正09年,,,,,
庚申,1860,1,,,,,,,,庚申　黒沢入口,安政07年01月「正月」,,,,,
庚申,1740,,,,,,,,,庚申塔　黒沢入口,元文05年,,,,,
庚申,1920,,,,,,,,,庚申　塩供堂,大正09年,,,,,
庚申,1860,1,,,,,,,,庚申　塩供堂,安政07年01月「正月」,,,,,
庚申,1725,3,,,,,,,,奉供養青面金剛　的場高遠中学校入口,享保10年11月26日「乙己」,,,,,
庚申,1800,3,,,,,,,,青面金剛　的場高遠中学校入口,寛政12年03月「庚申三月吉祥日」,,,,,
庚申,1738,,,,,,,,,青面金剛　中村北,元文03年,,,,,
庚申,1800,1,,,,,,,,青面金剛　黒沢堂,寛政12年01月「庚申正月」,,,,,
甲子,1924,1,,,,,,,,甲子　的場高遠中学校入口「村中」,大正13年「甲子年正月吉祥」,,,,,
甲子,1924,1,,,,,,,,甲子塔　弥勒駅,大正13年「甲子年正月吉辰」,,,,,
甲子,1864,1,,,,,,,,甲子/新生甲子日　弥勒駅,文久04年「甲子」,,,,,
甲子,3000,,,,,,,,,？　甲子　栗巾,不明,,,,,
甲子,3000,,,,,,,,,？　甲子塔　弥勒新田,不明,,,,,
甲子,1804,,,,,,,,,甲子塔　正法寺「講中」,享和04年,,,,,
甲子,1864,,,,,,,,,甲子　正法寺,元治01年,,,,,
甲子,1921,,,,,,,,,甲子　正法寺,大正10年,,,,,
甲子,3000,,,,,,,,,？　甲子塔　野笹八幡社,不明,,,,,
甲子,1924,,,,,,,,,甲子　野笹八幡社,大正13年,,,,,
甲子,1864,1,,,,,,,,甲子　野笹護摩堂,文久04年01月「正月」,,,,,
甲子,3000,,,,,,,,,？　甲子　中村北,不明,,,,,
甲子,3000,,,,,,,,,？　甲子　中村北,不明,,,,,
甲子,1924,,,,,,,,,甲子　中村北,大正13年「初甲子の日」,,,,,
甲子,1924,,,,,,,,,甲子　長藤小学校　丸山貞次郎寄進,大正13年,,,,,
甲子,1924,,,,,,,,,甲子　殿垣外「殿垣外中」,大正13年「初甲子日」,,,,,
甲子,1924,2,,,,,,,,甲子　栗田「栗田村中」,大正13年02月,,,,,
甲子,1864,3,,,,,,,,甲子　栗田「東竜華開眼主日　」,元治01年03月「三月日」,,,,,
甲子,1864,,,,,,,,,甲子　中条中組「村中」,文久04年,,,,,
甲子,1924,,,,,,,,,甲子　中条中組「中条二十八戸建之」,大正13年「初甲子日」,,,,,
甲子,1864,3,,,,,,,,甲子　四日市場「東海龍草華日墨」,元治01年03月,,,,,
甲子,1924,2,15,,,,,,,甲子　四日市場,大正13年02月15日「甲子年」,,,,,
甲子,1864,,,,,,,,,甲子　黒沢堂,文久04年,,,,,
甲子,1924,,,,,,,,,甲子　黒沢堂,大正13年,,,,,
甲子,1924,,,,,,,,,甲子　塩供堂,大正13年,,,,,
甲子,1804,,,,,,,,,甲子　塩供堂,享和04年,,,,,
甲子,1864,,,,,,,,,甲子　塩供堂,文久04年,,,,,
道祖神,1882,1,,,,,,,,双体道祖神　西高遠「　曳原童中立之」,明治15年01月「吉日」,,,,,
道祖神,3000,,,,,,,,,？　道祖神　的場,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　弥勒駅,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　栗巾,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　弥勒新田,不明,,,,,
道祖神,3000,,,,,,,,,？　双体道祖神　弥勒新田,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　弥勒新田　陽石,不明,,,,,
道祖神,3000,,,,,,,,,？　双体道祖神　板山,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　板山,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　野笹八幡社,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　野笹八幡社,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　中村北,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　長藤小学校「中平中」,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　殿垣外,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　栗田,不明,,,,,
道祖神,3000,,,,,,,,,？　双体道祖神　栗田,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　黒沢堂,不明,,,,,
道祖神,3000,,,,,,,,,？　道祖神　塩供　花模様,不明,,,,,
二十二三夜,1802,9,,,,,,,,二十三夜　香福寺,享和02年09月,,,,,
二十二三夜,1765,,,,,,,,,二十三夜塔　栗巾,明和02年,,,,,
二十二三夜,1872,1,,,,,,,,二十三夜塔　弥勒新田,明治05年01月「正月」,,,,,
二十二三夜,1910,,,,,,,,,二十二夜塔　野笹護摩堂,明治43年,,,,,
二十二三夜,1808,9,,,,,,,,二十三夜塔　中平昌福寺,文化05年09月「辰」,,,,,
二十二三夜,3000,,,,,,,,,？　二十二夜　塩供,不明,,,,,
名号題目,3000,,,,,,,,,？　南無阿弥陀仏　的場公民館西,不明,,,,,
名号題目,1737,7,1,,,,,,,南無阿弥陀仏　的場公民館西,元文02年07月01日「午」,,,,,
名号題目,1684,,,,,,,,,南無阿弥陀仏　的場公民館裏,天和04年,,,,,
名号題目,3000,,,,,,,,,？　南無阿弥陀仏　的場ダム西,不明,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経二千部　弥勒駅,不明,,,,,
名号題目,3000,,,,,,,,,？　南無阿弥陀仏二千部　弥勒駅,不明,,,,,
名号題目,1729,,,,,,,,,南無妙法蓮華経千五百部　弥勒駅,享保14年「己酉」,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経　弥勒駅,不明,,,,,
名号題目,1721,5,9,,,,,,,南無妙法蓮華経　弥勒駅,享保06年05月09日,,,,,
名号題目,1701,,,,,,,,,南無妙法蓮華経妙典一千部　正法寺,元禄16年,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経千六十五ケ寺　正法寺,不明,,,,,
名号題目,1729,5,,,,,,,,南無妙法蓮華経妙典二千部　正法寺「施主村中」,享保14年05月,,,,,
名号題目,1931,,,,,,,,,南無妙法蓮華経日蓮大菩薩報恩謝徳　正法寺「立正大師六百五十忌檀徒中」,昭和06年,,,,,
名号題目,1881,10,13,,,,,,,南無日蓮大菩薩南無妙法蓮華経　正法寺「六百遠忌報塔」,明治14年10月13日,,,,,
名号題目,1725,2,13,,,,,,,南無妙法蓮華経大乗妙典千部成就　正法寺,享保10年02月13日,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経妙典八千部成就　野笹八幡社,不明,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経千部成就　中村北,不明,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経千部成就　中村北　自然石,不明,,,,,
名号題目,1708,11,13,,,,,,,南無妙法蓮華経千部成就　中村北,宝永05年11月13日,,,,,
名号題目,1720,,,,,,,,,南無妙法蓮華経二千部成就　中村北,享保05年,,,,,
名号題目,1714,,,,,,,,,南無妙法蓮華経二千部成就　中村北,正徳04年,,,,,
名号題目,1736,1,,,,,,,,南無妙法蓮華経三千部成就　中村北「施主当村題目講中」,享保21年01月,,,,,
名号題目,1768,3,28,,,,,,,南無妙法蓮華経日蓮大菩薩　中村公民館,明和05年03月28日,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経一千部成就法界　中村公民館,不明,,,,,
名号題目,3000,,,,,,,,,？　南無阿弥陀仏　中平昌福寺,不明,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経一千部成就　関屋橋「右たかとう道右むらみち」,不明,,,,,
名号題目,3000,1,23,,,,,,,題目大乗妙典二千部成就　殿垣外渡沢橋「蓮性院日乗」,不明　1月23日「癸酉」,,,,,
名号題目,1769,3,,,,,,,,大乗妙典一千部成就　殿垣外渡沢橋「題目講」,明和06年03月「吉日」,,,,,
名号題目,1778,,,,,,,,,奉唱題目二千部　殿垣外渡沢橋「慈父叔父悲母姉為出離生死」,安永07年,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経　殿垣外渡沢橋,不明,,,,,
名号題目,3000,,,,,,,,,？　題目二千部　栗田県道脇,不明,,,,,
名号題目,1735,2,,,,,,,,題目三千部　栗田県道脇,享保20年02月「吉日」,,,,,
名号題目,3000,,,,,,,,,？　南無阿弥陀仏　四日市場「郡内村」,不明,,,,,
名号題目,3000,,,,,,,,,？　南無妙法蓮華経供養　塩供堂「五五〇年遠忌」7基,不明,,,,,
念仏経供養,1751,2,15,,,,,,,大乗妙典千部　的場ダム西,寛延04年02月15日,,,,,
念仏経供養,1820,3,10,,,,,,,大乗妙典日本回国供養　弥勒駅「天下泰平日月清明」「行者日光屋仁右衛門」,文政03年10月「庚辰」,,,,,
念仏経供養,3000,,,,,,,,,？　寒念仏供養　弥勒駅,寛延01月,,,,,
念仏経供養,1751,,,,,,,,,奉納秩父坂東西国念仏供養　弥勒駅,寛延04年「辛未天」,,,,,
念仏経供養,3000,,,,,,,,,？　大乗妙典　蓮華寺,不明,,,,,
念仏経供養,3000,,,,,,,,,？　大乗妙典　正法寺,不明,,,,,
念仏経供養,3000,,,,,,,,,？　奉塔題二千部　正法寺,不明,,,,,
念仏経供養,3000,,,,,,,,,？　奉唱行玄題二千部成就　正法寺,明和,,,,,
念仏経供養,1769,,,,,,,,,奉誦三寒惣持品五千巻供養　正法寺,明和06年,,,,,
念仏経供養,1753,,,,,,,,,奉唱満菩薩二千部法要　正法寺,宝暦03年,,,,,
念仏経供養,3000,,,,,,,,,？　妙法大乗妙経二千部一千寺参詣成就　正法寺,不明,,,,,
念仏経供養,1727,1,13,,,,,,,大乗妙典一千部　正法寺,享保12年01月13日,,,,,
念仏経供養,1751,2,2,,,,,,,奉唱寒題目供養塔　正法寺,寛延04年02月02日「上旬」,,,,,
念仏経供養,1798,8,6,,,,,,,奉読誦大乗妙典一千部成就　正法寺,寛政10年08月06日,,,,,
念仏経供養,1755,3,10,,,,,,,大乗妙典一千部法典　正法寺「天長地久国家安康妙覚山顕了院日義」,宝暦05年03月10日,,,,,
念仏経供養,1760,2,6,,,,,,,一千成就　野笹八幡社「願主北原平右衛門」,宝暦10年02月06日,,,,,
念仏経供養,3000,,,,,,,,,？　大乗妙典一千部　中村北,不明,,,,,
念仏経供養,3000,,,,,,,,,？　逆修供養塔　中村公民館,不明,,,,,
念仏経供養,1741,,,,,,,,,大乗妙典一千部　長藤小学校,元文06年「辛酉」,,,,,
念仏経供養,3000,,,,,,,,,？　逆修供養塔　中平昌平寺,不明,,,,,
念仏経供養,1715,2,14,,,,,,,大乗妙典　中平昌平寺,正徳05年02月14日,,,,,
念仏経供養,1739,2,15,,,,,,,大乗妙典五千部　殿垣外渡沢橋,元文04年02月15日,,,,,
念仏経供養,1738,,,,,,,,,寒念仏供養　黒沢,元文03年「戊午」,,,,,
念仏経供養,3000,,,,,,,,,？　大乗妙典　黒沢,不明,,,,,
地蔵,1777,11,,,,,,,,地蔵尊　的場ダム西,安永06年11月「丁酉」,,,,,
地蔵,3000,,,,,,,,,？　六地蔵　香福寺,不明,,,,,
地蔵,3000,,,,,,,,,？　六地蔵　香福寺,不明,,,,,
地蔵,3000,,,,,,,,,？　地蔵尊　香福寺,不明,,,,,
地蔵,3000,,,,,,,,,？　地蔵尊　香福寺,不明,,,,,
地蔵,3000,,,,,,,,,？　延命地蔵　正法寺,不明,,,,,
地蔵,3000,,,,,,,,,？　地蔵尊　野笹護摩堂,不明,,,,,
地蔵,3000,,,,,,,,,？　地蔵尊　中平昌福寺,不明,,,,,
地蔵,3000,,,,,,,,,？　延命地蔵　黒沢堂,不明,,,,,
地蔵,3000,,,,,,,,,？　地蔵尊　黒沢堂,不明,,,,,
地蔵,1732,3,,,,,,,,地蔵尊　塩供堂,享保17年03月「子」,,,,,
馬頭観音,1886,5,,,,,,,,馬頭観世音　的場西,明治19年05月,,,,,
馬頭観音,1908,10,17,,,,,,,馬頭観世音　的場西「春日氏」,明治41年10月17日,,,,,
馬頭観音,1883,,,,,,,,,馬頭観世音　的場ダム西,明治16年,,,,,
馬頭観音,1938,,,,,,,,,馬頭観世音　的場ダム西,昭和13年,,,,,
馬頭観音,1773,1,18,,,,,,,馬頭観世音　的場ダム西,安永02年01月18日,,,,,
馬頭観音,1829,3,9,,,,,,,馬頭観世音　的場ダム西,文政12年03月09日,,,,,
馬頭観音,1782,8,19,,,,,,,馬頭観世音　的場ダム西「城田氏」,天明02年08月19日「寅」,,,,,
馬頭観音,1842,,,,,,,,,馬頭観世音　弥勒上,天保13年,,,,,
馬頭観音,1944,,,,,,,,,馬頭観世音　弥勒上,大正13年,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　弥勒上,不明,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　栗巾「北原氏」,不明,,,,,
馬頭観音,1877,,,,,,,,,馬頭観世音　弥勒新田,明治10年11月,,,,,
馬頭観音,1827,,,,,,,,,馬頭観世音　板山,文政10年09月,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　板山　三面八臂,不明,,,,,
馬頭観音,1846,,,,,,,,,馬頭観世音　板山弥勒境,弘化03年,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　正法寺,不明,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　正法寺,不明,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　正法寺,不明,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　野笹八幡社,不明,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　野笹八幡社「保科氏」,不明,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　野笹八幡社「北原平右衛門」,不明,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　野笹八幡社「保科」,不明,,,,,
馬頭観音,1799,,,,,,,,,馬頭観世音　野笹八幡社,寛政11年,,,,,
馬頭観音,1941,,,,,,,,,馬頭観世音　野笹八幡社,昭和16年,,,,,
馬頭観音,3000,,,,,,,,,？　三面馬頭観世音　野笹八幡社,不明,,,,,
馬頭観音,1854,12,,,,,,,,馬頭観世音　野笹八幡社,安政01年12月,,,,,
馬頭観音,1854,,,,,,,,,？　馬頭観世音　野笹八幡社,安政,,,,,
馬頭観音,1718,2,,,,,,,,馬頭観世音　中平昌福寺,享保03年02月,,,,,
馬頭観音,1810,,,,,,,,,馬頭観世音　栗巾,文化07年01月,,,,,
馬頭観音,1911,,,,,,,,,馬頭観世音　関屋橋,明治44年,,,,,
馬頭観音,1883,,,,,,,,,馬頭観世音　関屋橋,明治16年,,,,,
馬頭観音,1880,,,,,,,,,馬頭観世音　関屋橋,明治13年,,,,,
馬頭観音,1925,,,,,,,,,馬頭観世音　関屋橋,大正14年,,,,,
馬頭観音,1844,,,,,,,,,馬頭観世音　関屋橋,弘化01年,,,,,
馬頭観音,1880,,,,,,,,,馬頭観世音　関屋橋,明治13年,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　関屋橋,不明,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音　関屋橋,不明,,,,,
馬頭観音,1871,1,,,,,,,,馬頭観世音　栗田,明治04年01月,,,,,
馬頭観音,1873,,,,,,,,,馬頭観世音　中条,明治06年,,,,,
馬頭観音,1899,,,,,,,,,馬頭観世音　中条,明治32年,,,,,
馬頭観音,1807,,,,,,,,,馬頭観世音　中条,文化04年01月,,,,,
馬頭観音,1849,,,,,,,,,馬頭観世音　四日市場,嘉永02年02月「吉日」「己酉」,,,,,
馬頭観音,1846,,,,,,,,,馬頭観世音　黒沢,弘化03年「丙午」,,,,,
馬頭観音,1874,,,,,,,,,馬頭観世音　黒沢,明治07年「甲戌」,,,,,
馬頭観音,3000,,,,,,,,,？　馬頭観世音三十基　塩供堂,不明,,,,,
観音,1712,1,,,,,,,,南無観世音菩薩　的場公民館西「奉順礼西国四国秩父坂東」,正徳02年01月「壬申年正月日」,,,,,
観音,1787,,,,,,,,,観音　香福寺　浮彫,天明07年「丁」,,,,,
観音,1812,,,,,,,,,観音　香福寺　舟形光背浮彫,文化09年「壬申」,,,,,
観音,1810,,,,,,,,,観音　香福寺　舟形光背浮彫　平沢氏供養,文化07年「辰年」,,,,,
観音,1765,,,,,,,,,南無観世音菩薩　栗巾「西国三十三ヶ所同行六人百番供養塔施主北原甚八」,明和02年,,,,,
観音,3000,,,,,,,,,？　南無観世音菩薩　栗巾「秩父坂東西国百番供養施主北原次平」,不明,,,,,
観音,1722,,,,,,,,,聖観音　野笹護摩堂,享保07年,,,,,
観音,1811,,,,,,,,,聖観音　野笹護摩堂,文化08年11月「辛未」,,,,,
観音,3000,,,,,,,,,？　如意輪観音　野笹護摩堂,不明,,,,,
観音,3000,,,,,,,,,？　観音　中平昌福寺「西国三十三所」,不明,,,,,
塔,1842,8,,,,,,,,三界萬霊塔　的場ダム西「若者中」,天保13年08月「壬寅」,,,,,
塔,1755,,,,,,,,,三界万霊塔　弥勒駅,宝暦05年「乙亥」,,,,,
塔,1722,,,,,,,,,宝篋印塔型塔　香福寺,享保07年「壬寅」,,,,,
塔,1809,7,,,,,,,,塔　香福寺,文化06年07月「吉日」,,,,,
塔,3000,,,,,,,,,？　梵字塔　中村北,不明,,,,,
塔,1691,,,,,,,,,梵字塔　長藤小学校前,元禄04年,,,,,
塔,3000,,,,,,,,,？　梵字塔　長藤小学校前,不明,,,,,
灯籠石幢,3000,,,,,,,,,？　石灯篭　的場村中道上,不明,,,,,
灯籠石幢,3000,,,,,,,,,？　常夜灯　弥勒駅「敬斉書」,不明,,,,,
灯籠石幢,3000,,,,,,,,,？　石幢　野笹護摩堂,不明,,,,,
灯籠石幢,3000,,,,,,,,,？　常夜灯　栗田県道脇,不明,,,,,
灯籠石幢,3000,,,,,,,,,？　常夜灯　中条中組,文化,,,,,
灯籠石幢,1775,,,,,,,,,石灯籠2基　黒沢鹿島神社,安永04年「乙未」,,,,,
灯籠石幢,1805,,,,,,,,,石灯籠　黒沢堂　秋葉山,文化02年「乙丑」,,,,,
灯籠石幢,1659,,,,,,,,,石幢　黒沢堂,万治02年,,,,,
諸々,3000,,,,,,,,,？　金毘羅大権現　島畑,不明,,,,,
諸々,1913,9,,,,,,,,玄機霊神/幸高霊神　稲持,大正02年09月,,,,,
諸々,1849,,,,,,,,,不動明王　建福寺,嘉永02年,,,,,
諸々,1849,8,,,,,,,,秋葉大権現　建福寺,嘉永02年08月「中旬」,,,,,
諸々,3000,,,,,,,,,？　倒石　建福寺,享和,,,,,
諸々,1835,2,15,,,,,,,仏足石　建福寺,天保06年02月15日,,,,,
諸々,3000,,,,,,,,,？　弁財天　番匠,不明,,,,,
諸々,3000,,,,,,,,,？　八大竜王　番匠,不明,,,,,
諸々,1891,5,,,,,,,,炎帝神農　鉾持神社,明治24年05月「有志中」,,,,,
諸々,3000,,,,,,,,,？　駒ヶ嶽神社/天御中主命/御嶽神社　鉾持神社,不明,,,,,
諸々,1836,11,,,,,,,,水神様　諸町,天保07年11月「丙申十一月再建」,,,,,
諸々,1874,11,,,,,,,,弁財天　樹林寺,明治08年11月「乙亥十一月日」,,,,,
諸々,1834,3,21,,,,,,,弘法大師　樹林寺,天保05年03月21日「甲午」,,,,,
諸々,3000,,,,,,,,,蚕玉大神　山の神「講社」,不明,,,,,
諸々,3000,,,,,,,,,？　大明神　鍛冶村,不明,,,,,
